id,marker,start,end,title,desc,pic,pos,color,size,opacity,edge,mapMarker,mapColor,mapSize,where,show,click,citation,tags
loud,dot,1757,,Loudoun,"(BIG)<em><strong>1757 - Loudoun County is created out of portions of Fairfax County, with the town of Leesburg as its seat </strong></em><p>The County takes its name from link(John Campbell,https://en.wikipedia.org/wiki/John_Campbell,_4th_Earl_of_Loudoun), Fourth Earl of Loudoun &mdash; a Scottish lord and Commander in Chief of British and Colonial forces for part of the French and Indian War. Leesburg was named for the former governor of the Colony of Virginia, link(Thomas Lee,https://en.wikipedia.org/wiki/Thomas_Lee_%28Virginia_colonist%29).</p>",https://farm5.staticflickr.com/4805/44275543270_ce441b1798_o_d.jpg,1,#3498db,,,,,,,"-77.5633,39.1074",g,"where:-77.7619,39.1126,102"," Portrait of John Campbell by Allan Ramsay, 1747",
fauq,dot,1759,,Fauquier,"(BIG)<em><strong>1759 Fauquier County is established out of the western part of Prince William County</strong></em><p>Fauquier County is named after link(Francis Fauquier,https://en.wikipedia.org/wiki/Francis_Fauquier), the Virginia Colony&rsquo;s Lieutenant Governor from 1758 until his death in 1768.</p>",https://farm5.staticflickr.com/4848/45180270045_9ae6e97035_o_d.jpg,2,#3498db,,,,,,,,g,"where:-77.8273,38.7382,102"," Portrait of Francis Fauquier, circa 1751",
oak,dot,1773,,Oak Hill,"(BIG)<em><strong>1773 Thomas Marshall builds Oak Hill</strong></em><p>link(John Marshall,https://en.wikipedia.org/wiki/John_Marshall), future Chief Justice of the United States Supreme Court, became the owner of Oak Hill in 1785. He owned the home until 1835. 1774 - The Loudoun and Fauquier Resolves Citizens of Loudoun and Fauquier Counties met at their courthouses to draw up a list of complaints against the British. These &ldquo;<a href=""http://www.washingtonpost.com/wp-dyn/content/article/2007/06/29/AR2007062902650.html"" target=""_blank"">Resolves</a>&rdquo; opposed the British occupation of Boston and the taxation of the colonies without representation in Parliament.</p>",https://farm5.staticflickr.com/4814/45167027795_f48fea31a3_o_d.jpg,3,#3498db,,,,,,,"-77.9022,38.888",g,"where:-77.9026,38.885,2",,
duns,dot,1775,,Dunmore,"]<em><strong>November 7, 1775 - Dunmore&rsquo;s Proclamation is signed</strong></em>]<p>link(Proclamation,https://en.wikipedia.org/wiki/Dunmore%27s_Proclamation) declared that enslaved people who joined the British armed forces would be freed. Several slaves from the Heritage Area followed link(Dunmore,https://en.wikipedia.org/wiki/John_Murray&amp;comma;_4th_Earl_of_Dunmore)&rsquo;s words and fought in the Ethiopian Regiment</p>",https://farm5.staticflickr.com/4837/32294657848_dfc7b6a1ad_k_d.jpg,4,#3498db,,,,,,,,,"show:dunsmap+where:-80.5566,38.9351,1600","Portrait of John Murray, 4th Earl of Dunmore by Joshua Reynolds, 1765",
,,,,,,,,,,,,,,,,,,,
decl,dot,8/12/1775,,Declaration read,"<em><strong>August 12, 1776 - Declaration of Independence read in Loudoun County</strong></em><p>The newly approved Declaration of Independence was Click link(read,https://loudounnow.com/2015/11/12/loudouns-revolutionary-spirit-memorialized-at-courthouse) to Loudoun&rsquo;s citizens from the courthouse steps in Leesburg.</p>",https://farm5.staticflickr.com/4817/31149524807_985af31af5_o_d.jpg,1,#64ac48,,,,,,,,g,"where:-77.5667,39.1161,2.5","Loudoun County Courthouse, in Leesburg, 1815 Christian Ignatius La Trobe Watercolor",
champe,dot,1780,,John Champe,"(BIG)<em><strong>1780 - John Champe&rsquo;s secret mission</strong></em><p>Loudoun County native link(John Champe,https://www.loudounhistory.org/history/revolutionary-war-john-champe) was chosen to undertake a dangerous secret mission. He was ordered to pose as an American deserter, join the British army, and kidnap the turncoat link(Benedict Arnold,https://en.wikipedia.org/wiki/Benedict_Arnold). Champe did become a member of the British Army but did not capture Arnold. He escaped back to the Continental Army with valuable intelligence and became a hero.</p>(BIG)",https://farm5.staticflickr.com/4806/46025352332_0115d68501_o_d.jpg,2,#64ac48,,,,,,,,g,,"""John Champe on his way to 'desertion' "". First published by Currier and Ives. This reproduction of the original Chromolithograph is courtesy of the Loudoun Museum",
marches,dot,6/1781,,War marches,"(BIG)<em><strong>1781 - Revolutionary War Marches</strong></em><p>In June 1781 American General link(Anthony Wayne,https://en.wikipedia.org/wiki/Anthony_Wayne) led a column of Pennsylvanians through Loudoun and Fauquier Counties to reinforce the link(Marquis de Lafayette,https://en.wikipedia.org/wiki/Gilbert_du_Motier,_Marquis_de_Lafayette) in central Virginia. In the fall, nearly 3,000 British, German, and Loyalist prisoners from Yorktown marched through Fauquier County to Ashby&rsquo;s Gap to prisoner of war camps near Winchester.</p>(BIG)",https://farm5.staticflickr.com/4826/46088749561_d4610e5eb5_o_d.jpg,3,#64ac48,,,,,,,,g,,,
morgan,dot,1782,,Daniel Morgan,"(BIG)<em><strong>1782 - Daniel Morgan returns to Clarke County</strong></em><p>link(Daniel Morgan,https://en.wikipedia.org/wiki/Daniel_Morgan) moved to Virginia as a young man and settled near Battletown (now Berryville). During the Revolutionary War, he became one of George Washington&rsquo;s best commanders, and he played a critical role at the Battles of Saratoga and Cowpens. He returned to Clarke County after the war, building a new home named Saratoga near Boyce, as well as the <a href=""http://www.burwellmorganmill.org/about-the-mill/history.html"" target=""_blank"">Burwell-Morgan Mill</a> in Millwood. Devices known as &ldquo;hornet&rsquo;s balls&rdquo; crushed ore in order to allow miners to get access to the gold.</p>",https://farm5.staticflickr.com/4813/32217745308_ef95d8d1d3_o_d.jpg,4,#64ac48,,,,,,,"-78.0381,39.0689",g,"where:-78.039,39.0688,2",,
const,dot,7/25/1788,,VA ratifies constitution,"(BIG)<em><strong>June 25, 1788 - Virginia ratifies the United States Constitution</strong></em><p>Virginia Delegate link(Edmund Randolph,https://en.wikipedia.org/wiki/Edmund_Randolph) sought his state&rsquo;s link(ratification,https://www.usconstitution.net/rat_va.html) of the Constitution, and worked to achieve it. He later became the first Attorney General of the United States under President Washington. Randolph died in 1813 and is buried at link(Old Chapel,https://en.wikipedia.org/wiki/Old_Chapel_%28Millwood,_Virginia%29) in Millwood.</p><hr><p><span style=""font-family:Times New Roman,Times,serif""><span style=""font-size:12px""><em><strong>WE</strong>&nbsp;the Delegates of the people of Virginia, duly elected in pursuance of a recommendation from the General Assembly, and now met in Convention, having fully and freely investigated and discussed the proceedings of the Federal Convention, and being prepared as well as the most mature deliberation hath enabled us, to decide thereon,&nbsp;<strong>DO</strong>&nbsp;in the name and in behalf of the people of Virginia, declare and make known that the powers granted under the Constitution, being derived from the people of the United States may be resumed by them whensoever the same shall be perverted to their injury or oppression, and that every power not granted thereby remains with them and at their will: that therefore no right of any denomination, can be cancelled, abridged, restrained or modified, by the Congress, by the Senate or House of Representatives acting in any capacity, by the President or any department or officer of the United States, except in those instances in which power is given by the Constitution for those purposes: and that among other essential rights, the liberty of conscience and of the press cannot be cancelled, abridged, restrained or modified by any authority of the United States.</em></span></span></p><p><span style=""font-family:Times New Roman,Times,serif""><span style=""font-size:12px""><em>With these impressions, with a solemn appeal to the searcher of hearts for the purity of our intentions, and under the conviction, that, whatsoever imperfections may exist in the Constitution, ought rather to be examined in the mode prescribed therein, than to bring the Union into danger by a delay, with a hope of obtaining amendments previous to the ratification:</em></span></span></p><p><span style=""font-family:Times New Roman,Times,serif""><span style=""font-size:12px""><em>We the said Delegates, in the name and in behalf of the people of Virginia, do by these presents assent to, and ratify the Constitution recommended on the seventeenth day of September, one thousand seven hundred and eighty seven, by the Foederal Convention for the Government of the United States; hereby announcing to all those whom it may concern, that the said Constitution is binding upon the said People, according to an authentic copy hereto annexed, in the words following:</em></span></span></p><p><span style=""font-size:12px""><em>A copy of the&nbsp;Constitution&nbsp;was included in the ratification document.</em></span></p><p>&nbsp;</p>",https://farm5.staticflickr.com/4828/44259175670_59ca13df0f_o_d.jpg,5,#64ac48,,,,,,,,g,,,
farming,dot,1803,,Loudoun System,"(BIG)<em><strong>1803 - Loudoun&rsquo;s John A. Binns publishes &ldquo;A Treatise on Practical Farming&rdquo;</strong></em><p>Binns&#39; &quot;<a href=""http://www.loudounhistory.org/history/john-binns"" target=""_blank"">Loudoun System</a>&quot; of farming promoted deep plowing, crop rotation, and the use of lime, gypsum, and manure. Binns&rsquo; progressive ideas spurred agricultural progress throughout the country, especially in the South.</p>",https://farm5.staticflickr.com/4831/46039344662_5b51f50bbb_o_d.jpg,6,#64ac48,,,,,,,,g,"where:-77.6537,39.0767,20",,
ashby,dot,1803,1812,Ashby's Gap turnpike,"(BIG)<em><strong>1803&ndash;1812 - Ashby&rsquo;s Gap Turnpike</strong></em><p>Work took place on Ashby&rsquo;s Gap Turnpike, from the Little River west to the Shenandoah River, including building the link(Goose Creek Bridge,https://bridgehunter.com/va/loudoun/bh50429).</p>",https://farm5.staticflickr.com/4855/46042231202_e9e0c306e6_o_d.jpg,7,#64ac48,,,,,,,"-77.819,38.9816",g,"where:-77.8192,38.9801,1",,
aldie,dot,1807,1809,Aldie Mill,"(BIG)<em><strong>1807&ndash;1809 - Aldie Mill is constructed</strong></em><p>Charles Fenton Mercer built the <a href=""http://www.loudounhistory.org/history/aldie-mil"" target=""_blank"">mill</a>, the only one of its kind with double-overshot water wheels.</p>",https://farm5.staticflickr.com/4808/45350918314_22716130e5_o_d.jpg,3,#64ac48,,,,,,,"-77.6411,38.9751",g,"where:-77.6408,38.9722,2",,
warr,dot,1810,,Warrenton,"(BIG)<em><strong>1810 - Warrenton is incorporated</strong></em><p>Fauquier&rsquo;s county link(seat,https://en.wikipedia.org/wiki/Warrenton,_Virginia) &nbsp;is named for Revolutionary War hero link(Joseph Warren,https://en.wikipedia.org/wiki/Joseph_Warren).</p><p>The settlement which would grow into the town of Warrenton began as a crossroads at the junction of the Falmouth-Winchester and Alexandria-Culpeper roads, where a trading post called the Red Store was located. In the 1790s, a courthouse was built in the area, and the location was known as ""Fauquier Courthouse.""</p>",https://farm5.staticflickr.com/4888/45454745054_077266ca4b_o_d.jpg,4,#64ac48,,,,,,,"-77.7949,38.7129",g,"where:-77.7946,38.7088,3","Image from Harper's Weekly, courtesy www.sonofthesouth.net",
,,,,,,,,,,,,,,,,,,,
lees,dot,1814,,Refuge in Leesburg,"(BIG)<em><strong>1814 - Refuge in Leesburg </strong></em><p>When the British occupied Washington on August 24, 1814, President link(James Madison,https://en.wikipedia.org/wiki/James_Madison) fled the capital. Some of the nation&rsquo;s most treasured historical documents were taken to Leesburg for safe keeping, including the Constitution and the Declaration of Independence. Tradition says that they were stored at Rokeby. Madison himself went to Belmont.</p>",https://farm5.staticflickr.com/4912/31152626147_a9ebd95d97_z_d.jpg,1,#7678cc,,,,,,,,gg,"show:leemap+where:-77.5667,39.1161,2",,
gold,dot,1818,,Gold rush,"(BIG)<strong><em>1818 - Gold Rush in Fauquier County</em></strong><p>In 1818, the first commercial <a href=""https://www.washingtonpost.com/archive/local/2000/10/15/miners-tempted-by-veins-of-gold/6591dc93-dd34-4eaf-a9d5-81c47a4c75f8/?utm_term=.f7e560a0ebd9"" target=""_blank"">gold mine</a> in Fauquier County was created. Located near Sumerduck in southern Fauquier County, the Union Gold Mine was operated by Cornish immigrants who dug the mine&rsquo;s 5,000-foot shaft. Within a few years at least 18 other mines were in operation. Mining temporarily halted during the Civil War, but resumed in the late 1860s and continued until the early 20th century.</p>",https://farm5.staticflickr.com/4911/44259175910_97bfc8f8c7_o_d.jpg,2,#7678cc,,,,,,,"-77.6637,38.45",g,"where:-77.6643,38.4501,1",,
Mondoc,dot,1823,,Monroe Doctrine,"(BIG)<em><strong>1823 - President James Monroe writes a draft of the Monroe Doctrine at Oak Hill</strong></em><p>link(James Monroe,https://en.wikipedia.org/wiki/James_Monroe) owned Oak Hill from the 1790s until his death in 1831. He likely wrote parts of the link(Monroe Doctrine,https://en.wikipedia.org/wiki/Monroe_Doctrine) from his link(Oak Hill,https://www.nps.gov/nr/travel/presidents/monroe_oak_hill.html) office.</p>",https://farm5.staticflickr.com/4893/44259174280_25d1c71277_o_d.jpg,3,#7678cc,,,,,,,"-77.6205,38.997",g,"where:-77.6205,38.9957,1",,
lafy,dot,8/1/1825,,Lafayette returns,"(BIG)<em><strong>August 1825 - Lafayette Returns</strong></em><p>To celebrate the 50th anniversary of the American Revolution President Monroe invited the link(Marquis de Lafayette,https://en.wikipedia.org/wiki/Gilbert_du_Motier,_Marquis_de_Lafayette) on a celebratory tour of America. The &ldquo;Hero of Two Worlds&rdquo; arrived in Loudoun on August 6th, stopping first to visit James Monroe&rsquo;s Oak Hill. On the 9th his arrival in Leesburg was announced by cannon fire and more than 1,500 townspeople came out to greet him. A few weeks later the Marquis visited Fauquier County, where he stayed at Norris Tavern in Warrenton before returning to Washington.</p>",https://farm5.staticflickr.com/4817/32274779178_b74ab68617_o_d.png,4,#7678cc,,,,,,,,g,"where:-77.6204,38.9986,1",,
clwar,dot,1836,,Clark/Warren,(BIG)<em><strong>1836 - Clarke and Warren counties established</strong></em><p>Both were part of Frederick County before becoming separate jurisdictions.</p>,https://farm5.staticflickr.com/4818/45234238455_2a2f15fa8d_o_d.png,5,#7678cc,,,,,,,,g,"where:-78.1414,39.0065,150",,
belm,dot,11/1836,,Belmont Academy,(BIG)<em><strong>1836 - Margaret Mercer establishes Belmont Academy</strong></em><p>The antislavery Mercer founded and taught at this liberal Christian school just east of Leesburg for local young ladies.</p>,https://farm5.staticflickr.com/4884/46025350082_29b20d27d7_o_d.jpg,6,#7678cc,,,,,,,"-77.4874,39.0717",g,"where:-77.4874,39.0717,1",,
pied,dot,1840,,Piedmont Hunt,"(BIG)<p><em><strong>1840 - Piedmont Hunt established</strong></em></p><p>The oldest <a href=""https://www.washingtonpost.com/archive/lifestyle/1997/11/15/the-leader-of-the-pack/0e9718b4-58e0-4bac-93a6-adb8d9349015/?utm_term=.1887f3f52e84"" target=""_blank"">foxhunt</a> in the United States began at Old Welbourne near Middleburg.</p>",https://farm5.staticflickr.com/4872/46145877811_0df2786f11_o_d.jpg,7,#7678cc,,,,,,,"-77.8225,39.028889",g,"where:-77.8224,39.0273,1",,
mgrail,dot,1851,1859,RR,"(BIG)<em><strong>1851&ndash;1859 - Construction of the Manassas Gap Railroad</strong></em><p>By its full completion in 1859, the link(railroad,https://en.wikipedia.org/wiki/Manassas_Gap_Railroad) extended from Manassas Junction to Mount Jackson in the Shenandoah Valley.</p>",https://farm5.staticflickr.com/4842/44329314090_260e9911c8_o_d.jpg,1,#7678cc,,,,,,,,g,"where:-77.0942,38.8101,12",,
upper,dot,1853,,Upperville,"(BIG)<em><strong>1853 - Upperville Colt and Horse Show founded</strong></em><p>Richard Dulany and others began this link(show,https://en.wikipedia.org/wiki/Upperville_Colt_%26_Horse_Show) to promote the good care of horses. It is the oldest horse show in the United States.</p>",https://farm5.staticflickr.com/4903/32275056228_e9ba43016e_b_d.jpg,2,#7678cc,,,,,,,"-77.8516,38.989",g,"where:-77.8532,38.9892,1",http://www.upperville.com/history-extended,
wanz,dot,12/24/1855,,Wanzer,"(BIG)<p><em><strong>December 24, 1855 - The Wanzer slave escape begins</strong></em></p><p>Frank Wanzer, Barnaby Grigsby, and four other enslaved people <a href=""http://www.thiscruelwar.com/frank-wanzer"" target=""_blank"">escaped</a> north from farms near Aldie and Middleburg in one of the most famous episodes on the Underground Railroad.</p>",https://farm5.staticflickr.com/4856/46145956571_a0290451c0_b_d.jpg,3,#7678cc,,,,,,,"-77.6712,38.9837",g,"where:-77.6715,38.9836,4",http://www.thiscruelwar.com/frank-wanzer,
danger,dot,4/6/1859,,Dangerfield,"(BIG)<em><strong>April 6, 1859 - Daniel Dangerfield secures his freedom</strong></em><p>Daniel Dangerfield was enslaved on farms and at the Aldie Mill before making his escape to Harrisburg, Pennsylvania. Once there, link(Dangerfield,https://www.visitloudoun.org/things-to-do/civil-war/the-people/enslaved-who-escaped-to-freedom) found a wife and had a family. Dangerfield&rsquo;s former owners caught him and brought him to Philadelphia for trial. Philadelphia&rsquo;s abolitionists rallied and won his freedom in April 1859.</p>",https://farm5.staticflickr.com/4902/31136384077_0d32a9008e_o_d.jpg,4,#7678cc,,,,,,,,g,"where:-77.6476,38.9788,10",,
,,,,,,,,,,,,,,,,,,,
harp,dot,10/16/1859,,Harper's Ferry,"(BIG)<em><strong>John Brown&rsquo;s Raid on Harpers Ferry</strong></em><p>John Brown&rsquo;s plan to start an insurrection that would end slavery forever in the United States lasted only 36 hours and failed. Brown himself was captured and executed by the Commonwealth of Virginia. His raid spread fear and panic throughout Northern Virginia. It also inspired some slaves to act against their owners, including some near Berryville who managed to burn $11,000 worth of property on November 12, 1859. Clarke County&rsquo;s link(Richard Parker,https://ohiohistoryhost.org/ohiomemory/archives/1414) presided over Brown&rsquo;s trial. Brown was executed on December 2, 1859. link(Wikipedia article,https://en.wikipedia.org/wiki/John_Brown%27s_raid_on_Harpers_Ferry)</p><p><img alt="""" src=""https://farm5.staticflickr.com/4842/44259176540_eef8ed216e_o_d.jpg"" style=""float:left; margin-left:8px; margin-right:8px; width:25%"" />Former Fauquier and Prince William County slave link(Dangerfield Newby,https://blackpast.org/aah/newby-dangerfield-f-1815-1859) joined John Brown in a desperate attempt to free his family but died in vain.</p>",https://farm5.staticflickr.com/4910/46202193581_5cd6007e3f_o_d.jpg,1,#cc5452,,,,,,,"-77.7298,39.3232",g,"where:-77.73,39.3217,1",Harper's Weekly Illustration of U.S. Marines attacking the firehouse,
succ,dot,4/17/1861,,Secession,"(BIG)<em><strong>Virginia&rsquo;s State Convention adopts an Ordinance of Secession</strong></em><p>Both of Loudoun&rsquo;s delegates and Clarke&rsquo;s delegate voted against adopting the ordinance, but it eventually passed by a vote of 88&ndash;55. The people of Virginia upheld the link(Convention,https://en.wikipedia.org/wiki/Virginia_Secession_Convention_of_1861)&rsquo;s decision on May 23, 1861, by a vote of 125,950 to 20,373.</p>",https://farm5.staticflickr.com/4852/44259175530_9ca6e791da_o_d.jpg,2,#cc5452,,,,,,,"-77.4342,37.5382",g,"where:-77.4346,37.5333,3+show:richmap",,
marr,dot,6/1/1861,,John Marr killed,"(BIG)<em><strong>John Quincy Marr becomes the first Confederate officer killed in the Civil War</strong></em><p>Marr commanded a company of soldiers stationed at Fairfax Court House. Union cavalry moved into the town and briefly fought with Marr&rsquo;s Confederates. link(Marr,https://en.wikipedia.org/wiki/John_Quincy_Marr) died in the fighting.<br />&nbsp;</p>",https://farm5.staticflickr.com/4882/46025350252_833e839ef7_o_d.jpg,3,#cc5452,,,,,,," -77.304167,38.8525",g,"where: -77.304167,38.8525,1",,
mrr,dot,7/19/1861,,Troops move,"(BIG)<em><strong>Confederate troops move to Manassas Junction by rail, the first time such an event occurred in American history</strong></em><p>Confederate soldiers from the Shenandoah Valley boarded trains on the link(Manassas Gap Railroad,https://www.encyclopediavirginia.org/Manassas_Gap_Railroad_During_the_Civil_War) at Piedmont Station (Delaplane) en route to the first major battle of the Civil War near Manassas Junction. Their timely arrival helped win the day for the Confederate Army.<br />&nbsp;</p>",https://farm5.staticflickr.com/4868/45471409504_340602b802_o_d.jpg,4,#cc5452,,,,,,,"-77.9205,38.915",g,"where:-77.9207,38.9151,1",,
bbluff,dot,10/21/1861,,Ball's Bluff,"(BIG)<em><strong>Battle of Ball&rsquo;s Bluff</strong></em><p>The fierce link(battle,https://en.wikipedia.org/wiki/Battle_of_Ball%27s_Bluff) outside Leesburg was a Confederate victory, with Union troops running down the bluff to the Potomac River. The commander of the Union forces, link(Edward Baker,https://en.wikipedia.org/wiki/Edward_Dickinson_Baker), who was a U.S. Senator from Oregon, was killed. He is the only sitting U.S. Senator to be killed in battle.</p>",https://farm5.staticflickr.com/4819/45350923874_9219ff746f_o_d.jpg,5,#cc5452,,,,,,,"-77.5285,39.132",g,"where:-77.5286,39.1304,1",,
scott,dot,3/3/1862,,Robert Scott,"(BIG)<em><strong>Robert Eden Scott is killed by Union deserters</strong></em><p>Robert Eden Scott served as one of two Fauquier County delegates to the Virginia State Convention in 1861. He tracked down two Union deserters in Fauquier County. One of them shot Scott, who died nearly instantly. link(Scott,https://en.wikipedia.org/wiki/Robert_Eden_Scott) was so highly thought of that President Lincoln had considered him for his cabinet.<br />&nbsp;</p>",https://farm5.staticflickr.com/4816/45350916884_3c6c71d95e_o_d.jpg,6,#cc5452,,,,,,,,g,"where:-77.8273,38.7382,180",,
front,dot,5/23/1862,,Battle of Front Royal,"(BIG)<p><em><strong>Battle of Front Royal</strong></em></p><p>Confederate forces under Stonewall Jackson defeated a Union force at link(Front Royal,https://en.wikipedia.org/wiki/Battle_of_Front_Royal), opening the door to Jackson&rsquo;s capture of Winchester two days later.<br />&nbsp;</p>",https://farm5.staticflickr.com/4901/46195457531_e8e4aa64ce_o_d.jpg,7,#cc5452,,,,,,,"-78.1893,38.9185",g,"where:-78.1945,38.9181,20",,
rang,dot,6/20/1862,,Loudoun Rangers,"<em><strong>The Loudoun Rangers are formed</strong></em></p><p>link(Samuel Means,https://en.wikipedia.org/wiki/Samuel_C._Means) and his Unionist link(Loudoun Rangers,https://www.loudounhistory.org/history/loudoun-cw-rangers) were officially mustered into Federal service. The Rangers were the only unit raised in present-day Virginia to serve in the United States Army during the Civil War. The Rangers suffered heavily in a fight with link(Elijah V. White,https://en.wikipedia.org/wiki/Elijah_V._White)&rsquo;s Confederates at the Waterford Baptist Church on August 27, 1862</p>",https://farm5.staticflickr.com/4864/46025352952_1c19b4060d_o_d.jpg,1,#cc5452,,,,,,,,g,"where:-77.6108,39.186,4+show:watermap",,
rap,dot,8/19/1862,,Escaped slaves,"(BIG)<em><strong>Escaped slaves are photographed in the Rappahannock River</strong></em><p>link(Timothy O&rsquo;Sullivan,https://en.wikipedia.org/wiki/Timothy_H._O%27Sullivan) captured a series of images showing five men and women seeking freedom within Union Army lines along the Rappahannock River. This image is one of the most widely used photographs from the Civil War. The photograph was taken near Tinpot Run Ford, just downstream from Remington in the Rappahannock River</p>",https://farm5.staticflickr.com/4899/31136384297_85f55da032_o_d.jpg,2,#cc5452,,,,,,,,g,"where:-77.8202,38.5702,4",,
