id,marker,start,end,title,desc,pic,pos,color,size,opacity,edge,mapMarker,mapColor,mapSize,where,show,click,citation,tags
s-Henry,story,1815,,Henry Evans House,"This home is ca. 1815. It is believed that Henry Evans constructed this house shortly after he acquired the lot from Samuel Dunkin in 1815. Built as a small 2-story, 3-bay, brick (currently overlaid with stucco), gable-roofed Federal-style dwelling, it featured 6/6 windows, mousetooth cornice, and 2 interior-end chimneys. To the rear is a 1-story shed-roofed modern wing.<p>According to an architectural survey conducted in 1982 by David Edwards, this building was not covered in stucco at that time and had exposed Flemish bond on the front and 5-course American bond on the sides and rear, and flared brick jack arches.</p><p>A ca. 1900 photograph of the house shows it once had a late-nineteenth-century, two-story frame store attached to its east end. This was one of two stores operating in Unison during the last decades of the nineteenth century, and was owned and managed by Lycurgus Hutchinson in around 1895. The store was also the local Post Office for Unison. In later years the store was owned and operated by Thomas A. Baker. At one time there was a road to the side of the store that headed towards the back of the store, and also the field behind the village. That road is now gone. It is unknown when the store was torn down, but all that remains in the 21st century is the foundation footprint next to the still standing house.</p><p><img src=""https://unisonpreservation.org/wp-content/uploads/2021/05/LycurgusHutchinsonStore-and-PO-1895-compressed-400x300-1.jpg"" width:100%""</p>",https://unisonpreservation.org/wp-content/uploads/2021/05/May-09-Unison-old-houses007-small.jpg,,,,,,,,,,,,,
,dot,1850,,Mildred Shackleford House,,,2,#741b47,,,,,,,"-77.7902,39.0351",,story:s-Mildred,,
s-Mildred,story,1850,,Mildred Shackleford House,"<span style=""font-size:small""><span style=""color:#000000""><span style=""font-family:Arial"">Four dwellings in the district date from the mid-nineteenth-century period. The Mildred Shackelford House, located along Unison Road next to Butterland, is a two-story, six-bay, Federal-style brick dwelling, one of only four dwellings in the district to date from the mid-nineteenth century. The house is composed of two three-bay sections each with its own central door flanked by a window. The brick is laid in 5-course American bond and an obvious seam between the sections indicates two distinct construction periods. It appears that the left section may have been built a few years earlier than the one on the right.</span></span></span><p style=""text-align:start""><span style=""font-size:small""><span style=""color:#000000""><span style=""font-family:Arial"">The house may have had a commercial use since it is one of only four buildings in the district with two front entrances.</span></span></span></p><p style=""text-align:start""><span style=""font-size:x-small""><em>Description excerpts from the National Park Service OMB No. 1024-0018.<br />Photos courtesy of F. Hillman</em></span></p>",https://unisonpreservation.org/wp-content/uploads/2021/05/May-09-Unison-old-houses031-small-1.jpg,,,,,,,,,,,,,
,dot,1814,,Thornton Walker House,,,4,#8e7cc3,,,,,,,,,story:s-Thornton,,
s-Thornton,story,1814,,Thornton Walker House,"<span style=""font-size:small""><span style=""color:#000000""><span style=""font-family:Arial"">Situated across the road from Butterland is another early Unison dwelling - the Thornton Walker House.</span></span></span><p style=""text-align:start""><span style=""font-size:small""><span style=""color:#000000""><span style=""font-family:Arial"">Walker, once a postmaster of Unison, purchased the lot in 1814 from Caleb Galliher who had received it from his father two years earlier. In the deed from William to Caleb, the property is described as &frac12; an acre and was designated as lot 7. Thornton Walker probably built the house shortly after he purchased it in 1814. Loudoun County tax records of 1820 show that Walker&rsquo;s house was appraised at $1,400, one of the most valuable properties in the village.</span></span></span></p><p style=""text-align:start""><span style=""font-size:small""><span style=""color:#000000""><span style=""font-family:Arial"">The house consists of four distinct units: a two-story brick section, a two-story log section, a one-story frame wing, and a rear 1&frac12;-story log wing. The rear and front log portions are the oldest parts of the house. The brick section, laid in 5-course American bond, was built onto the west end of the front log section in the mid-nineteenth century. The house is another example of a dwelling in Unison that originally had two front entrances: one in the log sectionand one in the brick section. Since Thornton Walker was the village&rsquo;s postmaster, it seems quite likely that he devoted a portion of his house to a post office.</span></span></span></p><p style=""text-align:start""><span style=""font-size:x-small""><em>Description excerpts from the National Park Service OMB No. 1024-0018.<br />Photos courtesy of F. Hillman</em></span></p>",https://unisonpreservation.org/wp-content/uploads/2021/05/May-09-Unison-old-houses021-small.jpg,,,,,,,,,,,,,
,dot,1895,,20th century dwellings,,,,#0b5394,,,,,,,"-77.7891,39.0361",,story:s-20th,,
s-20th,story,1895,,20th century dwellings,"<span style=""font-size:small""><span style=""color:#000000""><span style=""font-family:Arial"">By 1908, the population had dropped to 100 persons compared to its zenith of 135 during the mid-to-late nineteenth century. The decline in population and economic activity that began at the turn of the century is reflected in the lack of new construction from that era. The two-story, frame I-house located next to Unison Store is typical of the type of construction appearing around 1910.</span></span></span><p style=""text-align:start""><span style=""font-size:x-small""><em>Description excerpts from the National Park Service OMB No. 1024-0018.<br />Photo courtesy of F. Hillman</em></span></p>",https://unisonpreservation.org/wp-content/uploads/2021/05/May-09-Unison-old-houses019-small.jpg,,,,,,,,,,,,,
s-Bonny,story,1811,,Bonnycastle farm,"<span style=""font-size:small""><span style=""color:#000000""><span style=""font-family:Arial"">Although located on the far west end of the village and rural in nature, Bonnycastle visually delineates the westernmost boundaries of Unison and the historic district. The two-story, five-bay, random-rubble stone, Greek Revival-style dwelling features paired semi-exterior-end stone chimneys on each gable end and a raised stone basement. The house, constructed by John Keene, was originally plastered on the exterior and scored to resemble finished stone blocks. The house also originally had a very shallow-pitched gable roof, typical of the Greek Revival style, which was raised in the 1990s to a more standard pitch. The front of the house is dominated by a two-story, full-height, three-bay portico with giant Tuscan columns, broad pilasters, and a modillioned cornice. A small balustrated balcony supported by consoles projects from the second floor under the portico.</span></span></span><<p style=""text-align:start""><span style=""font-size:small""><span style=""color:#000000""><span style=""font-family:Arial"">The house appears on the 1853 Yardley Taylor Map and is identified as belonging to &quot;J. Keen,&quot; perhaps indicating it was under construction at that time because the Loudoun County Land Tax records indicate the house was completed in 1855, as it was first assessed the following year for a value of $4,000. John Keen was the son of George Keen, an extensive landowner who lived in what is now knows as &quot;Far Away Farm&quot;, 1 mile south of Unison on what was then called &quot;the Unison to Bloomfield&quot; road, now known as Bloomfield Rd. George himself owned land stretching the entire length of the road from Bloomfield to Unison.</span></span></span></p><p style=""text-align:start""><span style=""font-size:small""><span style=""color:#000000""><span style=""font-family:Arial"">In the middle 20th century the property was purchased by the well known equestrian artist, Jean Bowman, who gained international recognition for her oil painting portraitures of famous racehorses. Her paintings hang in many prestigious collections including that of the HRM Queen Elizabeth of Great Britain.</span></span></span></p><p style=""text-align:start""><span style=""font-size:small""><span style=""color:#000000""><span style=""font-family:Arial"">The property also features a nice collection of late-nineteenth-century and early-twentieth-century farm outbuildings including a board-and-batten bank barn on a stone foundation</span></span></span></p><p style=""text-align:start""><span style=""font-size:small""><span style=""color:#000000""><span style=""font-family:Arial"">Click link(here,http://www.dhr.virginia.gov/VLR_to_transfer/PDFNoms/053-0692_Unison_Historic_District_2003_Final_Nomination.pdf) to view the National Register of Historic Places registration.</span></span></span></p><p style=""text-align:start""><span style=""font-size:x-small""><em>Description excerpts from the National Park Service OMB No. 1024-0018.<br />Photos courtesy of F. Hillman</em></span></p><p style=""text-align:start"">&nbsp;</p>",https://unisonpreservation.org/wp-content/uploads/2021/05/May-09-Unison-old-houses034-small.jpg,,,,,,,,,,,,,
,dot,1800,,Bonnycastle,,,2,#cc0000,,,,,,,"-77.7999,39.0316",,story:s-Bonny,,
s-Church,story,1832,,Unison Methodist Church,"In 1829 the village name was officially changed from Union to Unison. Despite this action by the postal service, the village continued to be called Union well into the twentieth century.<p>Around 1832, the Old Bethesda Meeting House, a log Methodist church reputedly constructed in 1786, was superceded by a much larger brick structure now called Unison United Methodist Church. The two-story, three-bay building has brick walls laid in Flemish bond on the front and 5-course American bond on the sides and rear and is the only church in Unison. The vernacular Greek Revival-style church features a gable-end orientation with central double-leaf doors on the first-floor fa&ccedil;ade and three bays of 12/8-sash windows on the second floor. The fa&ccedil;ade originally had two front doors flanking a central window, but these have been enclosed.</p><p>This locally prominent building is believed to have served as a hospital during the Civil War. Before the interior was repainted in 1953, pencil inscriptions scribed onto the walls by Federal soldiers were visible. To the rear of the church, attached by a gable-roofed hyphen, is a one-story ca. 1950 addition housing a social hall and Sunday school classrooms.</p><p><em>Description excerpts from the National Park Service OMB No. 1024-0018.<br />Photo courtesy of F. Hillma</em></p>",https://unisonpreservation.org/wp-content/uploads/2021/05/May-09-Unison-old-houses011-small.jpg,,,,,,,,,,,,,
,dot,1832,,Unison Methodist Church,,,2,#990000,,,,,,,"-77.7934,39.0341",,story:s-Church,,
,dot,1800,,Unison Farm,,,4,#38761d,,,,,,,"-77.7839,39.0379",,story:s-Farm,,
s-Farm,story,1800,,Unison Farm,"<span style=""font-size:small""><span style=""color:#000000""><span style=""font-family:Arial"">This quaint farm sits about 3/4 of a mile from the Unison village on the land owned by early Unison settler Henry Plaster. The house commands a high knoll overlooking a meandering creek and the road that leads from Unison to Philomont. The dwelling is a comfortable blend of old and new, with the oldest section constructed as a small tenant house built around 1800.</span></span></span><p style=""text-align:start""><span style=""font-size:small""><span style=""color:#000000""><span style=""font-family:Arial"">As current owner, Mitch Diamond, explains ...</span></span></span></p><p>&quot;A few years later, around 1820 or so, [Henry Plaster&#39;s] son Michael Plaster acquired the house and property and added a federal style two story addition. The house appears on the 1854 Yardley Taylor map of Loudoun County and witnessed many of the movements of troops and fights along the road from Philomont to Unison and Upperville.</p><p>The Warburg family owned both the house and several hundred acres of surrounding land in the 1940s and 50s. Sometime during the early 20th century porches were added to the side and back of the house. More recently the house was owned by Jim Kamihachi who added a log cabin structure from West Virginia onto it and later by Robin Richards and her husband who added a master bedroom suite and breakfast room.When we bought it from Robin Richards it was called Unison Farm already and we kept the same name. &quot;</p><p style=""text-align:start""><span style=""font-size:x-small""><em>Description courtesy of owner.<br />Photos courtesy of F. Hillman</em></span></p>",https://unisonpreservation.org/wp-content/uploads/2021/05/UnisonFarm-comp.jpg,,,,,,,,,,,,,
,dot,1821,,Far Away Farm,,,5,#e06666,,,,,,,"-77.8119,39.0436",,story:s-Far,,
s-Far,story,1821,,Far Away Farm,"<strong>(formerly &nbsp;&quot;Meadow Brook&quot;, later &quot;Gray Stone&quot;)</strong><br><p>Located one mile outside the village on the NW corner of the junction of Willisville and Bloomfield Roads, and conveniently midway between Unison and Bloomfield, is the c.1821 two-story stone dwelling that is the centerpiece of &quot;Far Away Farm&quot;, once known as &quot;Gray Stone&quot; (and prior to that &quot;Meadow Brook&quot;). The name &quot;Gray Stone&quot; came from the very visual presence of a large outcropping of ancient stone just across the road from the house.</p><p>The property was purchased by George Keen from William Carter who owned the land prior to 1821. Apparently George lived in a log house on the estate while the handsome stone house was being built. It was finished in about 1821, at which point George began a systematic goal of purchasing up most of the land between Unison and Bloomfield along the Bloomfield Road to become one of the biggest landowners in the area. Upon George&rsquo;s death in 1873 the property became the residence of his son Jonathon Keen (1873-96) and then upon Jonathon&rsquo;s death it was passed down to son Harry L. Keen. Harry was currently living in the house when the 1937 photograph below was taken by researcher Elizabeth Morgan (Bluemont, VA) for the VA W.P.A. projects. She wrote in her report (now housed in the Library of Virginia archives) that &quot;the entire farm was surrounded by [field]stone fencing&quot;, and the fields were cultivated with crops.</p><img src=""https://unisonpreservation.org/wp-content/uploads/2021/05/Faraway-1937.jpg"" style=width:100%""><p><em>&quot;Gray Stone&quot; - photos above and below taken April 6th, 1937 for Virginia W.P.A. Historical Inventory Project</em></p><p>From family history and documents: George and his younger brother John appeared in Loudoun around 1810. Census records indicate they came from New Jersey. George married Nancy Carpenter, and shortly thereafter was the executor of the wills of his father-in-law and brothers-in-law who were well-to-do landowners and slaveholders. George and Nancy had at least six children, three lived to adulthood &ndash; John, Jonathon, and Unity Keen. His fourth child, Lucy Carpenter, was born in 1857 when he was 69. George is found numerous times in the county land records, and held loans and mortgages of many small farmers. As a matter of fact, when George died a sizeable part of his estate was &quot;notes.&quot;</p><p>The original part of George&#39;s house was built in the late 1700s, and additions were gradually built over the years. The most current additions on the old house were built in the mid 20th century. The property now exists as a private horse farm, but during George&#39;s occupancy an orchard was the primary source of farm income.</p><p>Of George&#39;s children: John Keen eventually left Loudoun [and] moved to another of George&#39;s farms near Winchester where he lived until his father&rsquo;s death. Jonathon was killed in a riding accident in 1890. Grandson Harry Keen was left to manage the farms. A member of the VA House of Delegates from 1922-23, he had married Mary Virginia McCann of Winchester, VA whose father, James Kemp McCann, was a rep in the House of Delegates in 1895-96]. Harry kept the family farm for many years before finally selling it out of the family in the mid-1900s, and moving away.</p><p>The current owners purchased the property in the 1970&#39;s, and relate that the prior owner had added the second side wing to the house, the other already having been there, erected a log cabin (a relic from West Virginia) at the back of the house, and renamed the property &quot;Far Away Farm&quot;, the name it carries today. The stone addition to the back was added &quot;sometime during the Victorian period&quot;.</p><img src=""https://unisonpreservation.org/wp-content/uploads/2021/05/Faraway-1937-2.jpg"" style=width:100%""><p><em>Photo 1937</em></p>",https://unisonpreservation.org/wp-content/uploads/2021/05/IMG_3078-FarAwayFarm-house.jpg,,,,,,,,,,,,,
