id,marker,start,end,title,desc,pic,pos,color,size,opacity,edge,mapMarker,mapColor,mapSize,where,show,click,citation,tags
s31,story,,,Jane,"Jane 1841-1860+  <br><br> Jane was the third child of eight to be ""given"" by the Rogers to their daughter Martha and her husband Dr. A. C. Woods.  She arrived as an eight year old at their home in 1849 following Henry Reed in 1845 and Ellen in 1847.  <br><br> A. C. Wood reported the birth of a son, William, to her in 1860.  She may be ""Jane Tinsley"" in the 1870 census.  Jane Tinsley and husband Dabney had a son William, born in 1863, and Jane’s age, 27, is close to the age calculation from the date she arrived in the Woods household.  In the 1870 census, Jane and her family lived near H. O. Austin, which was close to Dr. A. C. Woods’ former home.  I cannot find more records for her or her family.",http://farm6.static.flickr.com/5130/5727597163_e2afdedc9e.jpg,,,,,,,,,,,,,
s32,story,,,Unknown#2,"Unknown#2<br><br> One of the enslaved, a female aged 42, who appears on the 1850 slave schedule. Her identity is unknown.",http://farm6.static.flickr.com/5173/5451844839_9ae51fa3c2.jpg,,,,,,,,,,,,,
s33,story,,,Unknown #3,One of the enslaved appearing on the slave schedule whose identity is unknown.,http://farm6.static.flickr.com/5173/5451844839_9ae51fa3c2.jpg,,,,,,,,,,,,,
s34,story,,,Molly Whipps,"Molly/ Mary Whipps 1857-1939 <br><br> Molly was born to Adam and Cynthia Whipps at Bleak House.  She was around 13 when her mother died leaving several young children behind, one of them a baby.  Adam remarried soon after his wife’s death, and Maggie, his second wife, had two children, Rosa and Lena, before she died five years later. <br><br>In 1880, Molly married Millard Thomas in Charlottesville, at the home of Adam and his third wife, Phyllis, Whipps.  Millard, son of Thomas and Caroline, was a laborer.  The couple lived on Commerce Street with the extended family there, but three years later, Mollie’s husband died of consumption and Adam Whipps reported it.  She did not marry again and had no children. <br><br> Over the next several censuses, Mollie lived with her father and stepmother, and her half-sisters, Lena and Rosa.  She did not learn the dressmaking skills that Phyllis taught Maggie’s girls. Perhaps she worked tending the house for the extended family. <br><br>Molly must have cared for Adam and Phyllis and her half-sisters, Lena and Rosa, during their final illnesses. After their deaths, Mollie continued to live in the family house where she enjoyed a life tenancy, perhaps in recognition for the care she had given the family over the years.  She died Feb. 10, 1939,  and left her share of the soon-to-be settled estate of her parents to her niece Viola Brooks, daughter of her brother, Benjamin, and to her nephew Charles Estes, son of her sister Fannie.  Charles had  been living in the house on Commerce Street with her.<br><br> She is buried at Oakwood Cemetery.",http://farm3.static.flickr.com/2797/5727699517_bfc168a23f.jpg,,,,,,,,,,,,,
s35,story,,,Connie Reed,"Connie Reed 1851-1928 <br><br> Connie or Constancia Reed was a daughter of Allen and Judy Reed.  In 1863, when she was about 12, she was ""given"" to James B. Rogers’s son, W. G. Rogers.  She joined her sister Rebecca who had been in that household for about 7 years.  The Civil War was being fought and James B. Rogers died in the year she was sent to live with his son, but the two sisters would have been together to support each other although they had been separated from their parents.<br><br> Two years later, Emancipation returned the daughters to their home.<br><br> In 1870, Constancia, 19, appeared in the census living with her parents and working, like sisters Elizabeth and Ada, as a domestic servant. She had married Abraham Brown May 27, 1868 and the 10 month old baby in the adjoining household, Alice Brown, was their child.  ""Abram"", or Abraham, had worked for Warner Wood who lived at Farmington, and this was where Connie’s parents and family had moved after Emancipation.<br><br>By 1872, Connie was in New York where her second child, Junius Brown, was born.  Abraham worked there as a waiter.  But her marriage to Brown did not work out and in 1876 she had returned to Albemarle County and remarried.  Her second husband, Nelson Carr, was a dairyman and a widower, more than 10 years older, with several children.  They married at Farmington where Nelson may have been working. In 1880, their household held Nelson and Connie, who was working as a washerwoman, and three of Nelson’s children, although her own son, Junius, was living with his Reed grandparents.<br><br>By 1885, Connie and Nelson Carr had moved to Mahaska, Iowa, following in the footsteps of his brother, Joseph Carr, and Connie’s uncle, Nelson Woodfolk, as well as some Walker cousins of hers. No children, either hers or his, seem to have gone with them. Initially, Nelson worked as a miner, but moved before 1900 to Muscatine, Iowa, where his brother Joseph  had settled. Joseph Carr, had been a Muscatine resident since at least 1878 when he had married there.  Joseph had been born in Charlottesville, VA, had escaped from slavery and joined the Union Army in Rhode Island in 1863, fighting until the end of the Civil War.  Connie’s uncle, John Woodford, had also fought with the Union forces.<br><br>The town of Muscatine was described as ""one of the finest little towns in Iowa"" by a friend of the Carrs, J.P. Sheffy, writing for the African American paper, the Iowa State Bystander, in 1900.  Sheffy wrote that he had visited friends there who ""once worked in the mines of Muchakinock, (and) now own their own property.  Nelson Carr has a four room house and five acres and one buggy and one cow.""  He also noted Carr’s property was valued at $1,100. Another mention in the Bystander, August 3, 1900 says (in)"" Muscatine...the colored people are doing more in the way of agricultural pursuits. Nelson Carr...and his wife are Christian people and much interested in the progress of the race."" A year later, Nelson put on a 10x14 kitchen, ""the beauty of it is he did the work himself. Everything is kept picked up and in good order around his premises,"" (Muscatine Journal, 22 January, 1901.) Some years later, the Bystander (26, July , 1907) reported Nelson was ""doing well on his beautiful farm.  He is a true type of race man and a pleasant gentleman to meet."" <br><br> The 1900 census shows that Connie and Nelson Carr were caring for twelve year old Eva Walker, Connie’s cousin Charles Walker’s daughter.  Eva’s mother, Lydia Gilette Walker, had died in 1896. (See Sophia Walker) Junius Brown, Connie’s son by her first marriage, came from New York and visited his mother in 1900.  While going into town together, their horse was frightened and ran away.  The buggy they were riding in was ""demolished"" and Connie was badly bruised.  Connie’s other child, Alice Brown, had died by this time, and within the next ten years, Junius had died.<br><br>Connie Carr’s life in Iowa was a socially active one. She entertained  in both Muscatine and Muchakinock, traveling between the two communities. She was a member of the Dunbar Club (Muscatine Journal, May 8, 1903) which gathered and discussed ""The Emancipated Negro: of His Progress Since January 1, 1863""  at one of their meetings.  She was  one of only two guests at the wedding of her close friend, Leilia Sheffey, when she married Dr. Summer Taylor, a Harvard educated doctor, who practiced in Buxton, Iowa.  Leilia Sheffey was ""the only colored woman...appointed by a judge to do official repertorial work in the courts of Iowa."" (Ottomwa Tri-Weekly Courier, November 13, 1906) A description of an entertainment at the Carr’s ""suburban"" home noted  ""Dinner and supper was served… Ice cream and cake was served in plenty.  The evening was spent with music and song.  Mr (Isaac) Trusty brought out his old violin and entertained the company with the old fashioned melodies that was really enjoyed, bringing memories of by gone days.  All departed regretting that such a pleasant day and evening had ended."" (Iowa State Bystander, August 17, 1906) A few months later, the Carrs celebrated their 24th wedding anniversary with another party in Muscatine.<br><br> There are no more entries about the pleasant life the Carrs lived on their farm in  Iowa. In April of 1910 when the federal census was taken, Nelson and Connie Carr were in Tacoma, Washington.  They had made a journey of almost 2,000 miles from their home in Muscatine. In Tacoma, they lived in a house they owned, together with two"" friends"", Isaac, 46, and his son, 14 year old Alphonso Trusty.  Connie was 56 and working as a chambermaid in a hotel, and Nelson, then 72, stated he had not been out of work all year, although no occupation was listed for him.  Isaac Trusty was the same man who had played ""his old violin"" back in Muscatine, entertaining at the Carrs’ home during the ""pleasant day and evening.""  He was working as a hotel waiter.  Why had these people left Iowa?<br><br>Nelson Carr died in Tacoma, WA on the first of June, 1913.  He is buried in the ""old"" Tacoma cemetery.  His grave is unmarked, but identified with a small stone #213. ( Chad Schneider, the find-a-grave member who photographed his stone, said that it was under about 4 inches of earth and is in a section of the graveyard where most burials are for those without families.) <br><br> Connie Carr did not stay in Tacoma after Carr’s death, but moved to Chehalis, WA where Isaac Trusty operated a shoe shine stand.  Trusty was hit by a car while crossing the street in front of his stand.  He sued for compensation for his injuries and was awarded $10,000.  He died in 1917, and perhaps Connie Carr shared in his award. By 1920, Connie had returned to Tacoma and worked as a laundress.  That same year she married again, this time to Anthony Day, a janitor, but he lived only two years after they wed and sometime after his death in 1922 she left Tacoma. <br><br>Connie Reed Carr Day died in Washington, DC in 1928.  She had left the West coast and started life again in a new city connecting there, surely, with her uncle John Woodford.  Two of her siblings had moved to Washington, DC, but her brother Henry Reed had died in 1902,  and her sister, Rebecca Rives, in 1917 before she had arrived.  Connie Day died at her residence, 2029 13th St. N. W., and her funeral service was held at Walker Memorial Baptist Church.  She was buried at Harmony Cemetery, the resting place for her sister, and soon to be where her uncle John Woodford would be interred, although their graves would be dug up and their markers lost when the cemetery was moved to make way for a subway stop.(see Benjamin Whipps). <br><br>pic(https://viseyes.org/visualeyes/projects/bleak/ConnieHouse.jpg) (Connie and Nelson Carr's home in Takoma, WA. Photo courtesy of Chad Schneider)",http://farm3.static.flickr.com/2360/5727755651_2c7b564e8e.jpg,,,,,,,,,,,,,
s36,story,,,Ada Reed,"Ada Reed   1855-1876 + <br><br>  Ada was the child of Allen and Judy Woodfolk Reed.  Her birth was reported by James B. Rogers, “owner,”   after he had moved to Bleak House. She was 10 when Emancipation came and her siblings returned home to theReed family.  In the 1870 census, Ada was working as a domestic servant like two of her sisters.  She married at her parents’ home in 1876 when she was 20 to Vick Rives, 21, son of Ryland and Susan Rives.  Vick was likely Bickerton Rives, who on the 1870 census was working “on the railroad,” although when he married he was working as a barber.  Ryland, “Vick” or” Bickerton’s” father, was a shoemaker who lived in Charlottesville. <br><br>I have found no other records about Ada after her marriage.",http://farm6.static.flickr.com/5110/5730324685_03e145082b.jpg,,,,,,,,,,,,,
s37,story,,,Bernard Evans,"William Bernard Evans<br> 1855 - 1921<br><br>William Bernard was only 8 when the Inventory and Appraisal of the Estate of James B. Rogers was made in 1863. He was the youngest of Mariah's children and the only one of her children who would have been born around the time that the Rogers family moved to Bleak House in 1854. He was valued at $1000, less than Ada, who was also 8, but more than Lucy or Cornelia. These children were all the same age. He was called"" Bernard"" in this record. He is listed on the index of slave births born to Mariah. His name is misrepresented as Bennett. Bernard was pronounced ""Buh-Nud"" which sounds very much like Bennett.<br>In the 1870 census, Bernard appears on both census entries that the Evans family were on, the farming location and that of the blacksmith shop. He was 16. Six years later he had moved to West Virginia and was living at Harpers Ferry. <br><br>Storer College had opened its doors in 1867 and admitted its first students. It was established to educate former slaves, and it was clearly what had drawn William Bernard Evans to Harpers Ferry. In 1876, he married Marcia Lovett. She was already a 1872 graduate of Storer. <br><br>Marcia Lovett’s parents, William C. Lovett and Sarah Elizabeth Weaver Lovett, were Free Persons of Color from Winchester, Frederick, Virginia. They appear in both the 1850 and 1860 census, in the first, living with Sarah's parents, the Weavers. By 1860, William Lovett owned real estate valued at $1000 and personal property valued at $75. He was working as a day laborer, neither he nor his wife were literate. By the 1870 census, all of their 10 children, except the 4 year old, were in school and all but one could both read and write.<br><br>In 1880, all the Lovett family was living in Harpers Ferry. William and Sarah Lovett were running a boarding house. Etta, their 19 year old daughter, was a school teacher and so was their 22 year old son, John P. Lovett. Three boarders lived with them, all were White. One was an ""authoress"" Aurelia H. Mohl, from Mississippi, who was there with her sister and her niece, Priscilla and Aurelia Key. The boarding house appears to have been next to the college, because the following census entry is for Storer College and the principal of the school and his wife, who was a teacher there. The entries after that are under the same census entry number and all are college residents.<br><br>Storer was the first African American college in West Virginia and it was situated in a symbolic place, Harpers Ferry, the site of John Brown's Raid. The school was never accredited and enrollment peaked at around 400. However, it was an important center of learning and thought. Frederick Douglass delivered a speech about John Brown at Storer in 1881, and in 1921, W. E. Dubois began to develop the Niagara Movement there, which was the genesis of the NAACP.  Storer closed its doors in 1955 after the Desegregation ruling. <br><br>A motto on Storer letterhead read, ""A Door of Hope, for Poor, but Worthy, Women and Men."" Teachers were both Black and White. However, in a commemorative book about Storer, a photo is included and an inscription from the back of the picture reads, ""Taken at White Teachers Dining Hall.""<br><br>William Bernard Evans graduated from Storer in 1878, two years after he married.  He and Marcia had 7 children, three of them girls. All the girls graduated from Storer. <br><br>William Bernard and Marcia were teachers and William Bernard rose to be principal of the school for Black children in Bolivar, the section where African Americans lived.<br><br>Marcia's sister, Margaretta Daniels, moved in with the Evans when she was widowed. She continued to be proprietress of a hotel called Lockwood House, perhaps one that had developed from the boarding house her parents ran. Margaretta had married Allen Preston Daniel and their son was Allen Mercer Daniel, later a dean of Howard law school and a law librarian.<br><br>William Bernard Evans had only one arm. A family descendant recalled that he had lost it in a farm accident. Perhaps this was the reason he was sent to Storer, the only one of the Evans family at this period to get an education.  A story about Professor Frank Trigg, 1850-1933, of Lynchburg relates that he had lost his arm at 15 in a farming accident. He had been enslaved by John Floyd,  a governor of Virginia.  John Floyd had said, ""since he was no more good with his hands, he'd see how good he could be with his head, "" (information from signage at Lynchburg Public Cemetery.) Trigg was sent to Hampton Institute where he became a friend of Booker T. Washington.<br><br>William Bernard Evans died March 25, 1921 in Harpers Ferry and was buried at Cedar Hill Cemetery on Old Furnace Road, Bolivar, West Virginia. Marcia Evans died in May of 1926. <br><br>Two of their children, Meta,1891- 1930, and Sarah Lois, 1883-1966, have left living descendants.  Meta's descendants live in California and New Hampshire. Lois's descendant lives in California, as does one of Meta’s. Both descendants from California have visited Bleak House. <br><br>pic(https://viseyes.org/visualeyes/projects/bleak/WilliamBernardEvans.jpg) (William Bernard Evans and his wife, Marcia Lovett, photo courtesy of James Evans)",http://farm4.static.flickr.com/3585/5730863862_9f7143440a.jpg,,,,,,,,,,,,,
s38,story,,,Cornelia Bibb,"Cornelia Bibb 1855-1870+  Cornelia, daughter of Rose, was born in 1855 and her birth reported by James B. Rogers. Her name may show a connection with those enslaved by the Michie family. Cornelia was the name of one of Beau Jim Michie’s children and a woman enslaved there, Cornelia Walker. <br><br> Cornelia was 8 years old when she was listed on Rogers’ estate inventory and worth $800.  Her mother Rose had died before the inventory was taken in 1863.  Rose had had two other children, James, who died in 1852, and his brother Nelson, who died of dysentery in 1858.  Cornelia may have been orphaned and without siblings and may have been adopted by the Bibb family. Perhaps Rose and Peachy Bibb were sisters. Naming one of her sons "" Nelson"", may mean Rose was a Woodfolk and had named the child after her brother, Nelson Woodfolk.  <br><br> In 1870, Cornelia appeared in two locations in the Albemarle census.  She was working as a domestic servant living with a wealthy dry goods merchant from South Carolina, W. S. Comer,  and his family. She was also living with others from the Bleak House plantation at the home of Edmund Murray (see Isaetta and Mary Ann Bibb) in the vicinity of Farmington.  In this census entry, Cornelia is placed separately from the Murray family and carries the Bibb name, although the two children of Peachy and John Bibb, Isaetta and Mary Ann, are listed as Murrays.  Cornelia was 15 at the time of this census.   I have been unable to find further information about her life.",http://farm3.static.flickr.com/2158/5730852696_13dcf13677.jpg,,,,,,,,,,,,,
s39,story,,,Lucy (Jr) Bibb/Whipps,"Lucy (Jr) Bibb/Whipps- 1855-1927   <br><br> In 1855, James B. Rogers reported the birth of five babies born to enslaved women at Bleak House. Among those giving birth were  Peachy, whose baby was  Lucy, and ""Cinthia""   (Whipps) whose child was Sally.  However, fifteen years later, Lucy was living in the household of widowed Adam Whipps.  Why?  Had she been adopted by the Whipps family?   Both Adam’s wife Cynthia and Peachy had died between  Roger’s death in 1863 when they were recorded on the inventory of his estate and before the 1870 census.  There seems to be no way to know who Lucy’s mother was, but she considered herself a Whipps.<br><br>In 1878, Lucy married Joshua Rives, son of Robert and Lucinda, and gave her parents’ names as Cythia and Adam Whipps. Joshua worked as a cook, and their first child, Lewis was born in 1880. The Rives ( Reeves/ Rieves/ Reives/ Reaves) family lived  with Adam Whips and his extended family on Commerce Street in Charlottesville.  At the time of the 1880 census, Rose and Lena Whips, children of Adam’s deceased second wife Maggie, were in the Rives household, along with their own baby Lewis.<br><br> Other children were born in Virginia, Mabel, Belle, Annie and Mattie, but I’ve been unable to find the family on a census until 1915, by which time,  Mattie had taken the name Finney and had two children, called her ""wards,""  had moved to New York city, and was living with her sister, Mabel Reaves.  By 1920, Lucy was widowed and heading up the New York household.  Lucy, then 52, worked as a laundress and Mabel, now Mabel Freeman, did housework for a private family, and a few years later worked as a ""ribboner."" Mattie had three children, Joseph, b. 1912, Emmett, b. 1914, and Anita, b. 1917. <br><br> Lucy died in 1927, and her daughter Mattie in 1936.  When Adam and Phyllis Whipps estate was divided in 1940, Mabel Freeman, Belle Allen, Annie Williams and Joseph and Emmett Finney shared  Lucy’s portion of the inheritance. Joseph died in 1944.",http://farm4.static.flickr.com/3408/5730887100_b45ba68e12.jpg,,,,,,,,,,,,,
s40,story,,,John jr Reed,"John Jr. Reed- 1857-1863? <br><br>  The date for John is derived from a birth reported by James B. Rogers, ""owner,"" of a child named Billy born to Judy (Woodfolk Reed) in 1857.  Billy may be the John jr. reported in the inventory of 1863, or Billy may have died before the inventory was taken and John may have been the child of another enslaved woman on the Bleak House plantation. There is no John or Billy with the Reed family in 1870.",http://farm6.static.flickr.com/5103/5730352289_00c6fd963b.jpg,,,,,,,,,,,,,
s41,story,,,Alice Walker,"(Mary) Alice Walker-1858-1924  Alice was the daughter of Sophia Woodfolk and George Walker.  In 1858, W. G. Rogers, who had been ""given"" Sophia two years earlier, reported the birth of a female child to her.  Yet Alice, 5 years old, was recorded in the inventory of Rogers’ Bleak House estate in 1863, separated from her mother.  Perhaps she was visiting her grandmother, Lucy Woodfolk, and her Woodfolk cousins at the time the inventory was taken.  Perhaps there was an agreement between W. G. Rogers and his father that Alice would go to Bleak House. We do not know.<br><br>  Emancipation returned her to her Walker family and she was living with her parents and siblings in the 1870 census.  By 1884, she was in Iowa, probably following her brother, Charles Walker, who had gone to Muchakinock by 1882, and was a miner.  Going by the name Mary, Alice married Wilson W. Cary, born the same year in Albemarle County, Virginia as she had been.  He was the son of Wilson and Harriet Fergeson Cary.  Wilson, like Alice’s uncle and brothers, was a coal miner.   Wilson died in 1903. <br><br> By 1910, Alice had moved to Topeka, Kansas with her youngest son, Talmage, who worked in a machine shop for the railroad. After returning from Kansas to Buxton, Talmage worked for a time as a coal miner.  Alice and her son moved to Minneapolis, Minnesota by 1920.  She died there in 1924. <br><br Alice and Wilson Carey had three children, Robert C., born in 1884, Mary, 1891, and Talmage B., in 1895.  Robert became a miner and married Leona Taylor in 1910. Mary married twice, the second time in 1916 to Harry Wilson.<br><br> The son whom Alice lived with, both in Kansas and in Minneapolis, was her youngest child, Talmage Bruce Carey,(1895-1959.)  He was a prominent citizen and had worked as a sheriff, a bank officer and in the cosmetics industry. He was an important Civil Rights figure, active in the NAACP and the Urban League and the first secretary of the governor’s interracial commission.  He and his wife, Leola Coleman, had a son, Talmage George Carey.",http://farm6.static.flickr.com/5187/5730363721_17904ae2e7.jpg,,,,,,,,,,,,,
s42,story,,,Josie Burleigh,"Josephine Burley / Burleigh Cobbs<br> 1859 - 1944<br><br>Josie was 4 years old when the Inventory and Appraisal of the Estate of James B. Rogers was made in 1863. She was valued at $450, the same as the two other 4 year olds, Isitta and Dick, who lived at Bleak House. <br><br>Josie, or Josephine, was the daughter of Angelina Evans and Charles Preston Burley. Angelina was Mariah Evans' daughter, and Charles was enslaved on a nearby plantation. Josephine was born in 1859 after the Rogers had moved to Bleak House. Perhaps the move had brought Angelina and Charles Burley into proximity.<br><br>At the time of the 1870 census, Angelina and Charles had 4 children, Josie was the oldest, 12, and Mariah, or Ann Maria as she appeared on the Inventory of 1863, was 8. Two brothers, Robert, 4, and Charles, 2, had been born since Emancipation. Charles Burley, Sr. was 40, and working on a farm, probably either on land at Bleak House, Chestnut Avenue or Locust Grove. The family was close to Mariah and Perkins Evans and the Whipps family. Josie also appears in the entry with Mariah and Perkins at their blacksmith shop in Earlysville. She would have been visiting her grandmother and aunts and uncles who lived there,<br><br>When Josephine was about 19 she married  Peter Cobbs. By the 1880 census the couple was working together in a hotel run by John Eubanks in Warm Springs, Bath, Virginia. Peter was working as a servant, and she as a chambermaid in the hotel. Peter Cobbs' brother, Thomas and his wife Eliza were also working there. Josie’s younger brother Price Burley was in Bath, too, working as a cook, as was young Beverly Golden, who later lived in the Bleak House Road area.<br><br>By 1920, Josephine Cobbs had been widowed and had returned home to live with her parents. She joined her brother, Calvin, who was 40, and had always lived with his mother and father, and her sister Maria Maupin, 54, who was also widowed, and had also been also born into slavery at Bleak House. No one is noted as working on this census and the ownership of the home is ""unknown."" Josephine was the informant when her father Charles died in 1922, and when her mother Angelina died in 1924. In 1930, Calvin Burley, 56, Josephine Cobbs, 60, Maria Maupin, 55, and James Maupin, 57, (identified as ""uncle"") were all living together in Charlottesville in a house at 235 12th St. Only Josephine was working, and she labored as a laundress, one of the most arduous and poorly paid jobs in the workforce. <br><br>In 1934, Josephine again reported a death, that of her sister, Maria Maupin. Her brother Calvin died in 1940. Four years later, in 1944, Josephine herself died in Augusta County. She had been moved to the Waynesboro District Home, a poor house that served a regional district that included Charlottesville. Her death certificate does not state the name of her parents and lists her occupation as ""housewife."" She would have been 85 years old.<br><br> Although her parents were not named in her death certificate, someone there knew she did not belong in the District Home cemetery.  Her body was taken to Charlottesville and she was buried in the Daughters of Zion Cemetery, where the rest of the Burley family rests. <br><br>pic(https://viseyes.org/visualeyes/projects/bleak/Waynesboro.jpg) (Josephine Burleigh Cobbs died in the Waynesboro District Home but was buried in Daughters of Zion Cemetery in Charlottesville. Photo courtesy of the Augusta County Historical Society)",http://farm3.static.flickr.com/2519/5730926240_148bb769f3.jpg,,,,,,,,,,,,,
s43,story,,,Isitta Bibb,"Isitta Bibb- 1859- 1914  ( Isaetta/Isetta/Iretta) was the child of Peachy, enslaved by James B. Rogers, and John Bibb.  Nothing is known about John, but the name Bibb is not a common one in Albemarle County and the white Bibb family owned few enslaved people. There is a white John Bibb on the 1870 census.<br><br. When James B. Rogers died in 1863, Isetta was 4 years old and her mother Peachy was alive and had a baby, Mary Ann. Sometime in the next 7 years, Peachy died. The two sisters went to live with Edmund Murray (1818-1880+) and are included in the 1870 census under his name, but not within the grouping of his children.  Although only 11 and 9 in 1870, both Isaetta and Mary Ann worked as domestic servants and although illiterate, did not attend school. <br><br> Cornelia Bibb, who may have been an adopted sister, also lived with them. They lived with Murray near Warner Wood’s Farmington, probably on  the eastern side of the estate.  Another family enslaved at Bleak House, the Reeds, also lived in this area.  Both Edmund Murray and Allen Reed probably worked at Farmington where Murray had  been enslaved.<br><br>Why were these orphaned girls from the Bibb family living with Edmund Murray?  Edmund appeared on two entries in the 1870 census, one, near Farmington, with his mother, Lillie Murray( b. 1792,) and several of his own children, and the other, also with some of his children but also with his wife, Theodocia, in the Brown’s Cove community. <br><br>The name Edmund appears among records of those enslaved by the Wood and the Rogers family.  In the division of the enslaved in Rogers’ father-in-law David Woods’ 1818 will, ""Edmund"" was willed to Nicholas Wood.  This might be the same enslaved person whose death was reported in 1853, (""Edmund, slave, drowned at home, age 50, owner James B. Rogers."")  Edmund Murray lived on Farmington land and probably worked for Warner Wood, Rogers’ wife’s nephew, 1865-69, and he also lived on William T. Brown’s land.  Murray’s wife, Theodosia, or Docia Ann/Dosha, was enslaved by the Wyant family near the Browns Cove area.  One of the Murray’s children, James Edward, born in 1859, was married at Farmington in 1883, indicating a long relationship with the Wood family.  But this does not explain why Edmund Murray took in the children who were orphaned after their mothers, once enslaved at Bleak House, died.<br><br>In the traditional period  of rest and celebration between Christmas and early in the new year on January 4, 1875, Isaetta married Scott Childress.  She was 16 and he, 22. She stated that her parents were Peachy and John Bibb, something she remembered although she was 10, or younger, when her mother died. Her new husband, Scott Childress, was the son of Charlotte and Randolph Childress, and they were married at ""Garth Wood’s place,"" which was Birdwood, near Farmington.  Five years later, Isaetta was working as a ""dairy woman"", and Scott was doing farm labor. They had 3 children, Margaret (1876-1923), William (1878,) and a baby, Virginia, (b.1880.)  Mary Ann Bibb, Isitta’s sister, was 19 and living with the family and contributing by working as a washerwoman. <br><br>Less than 10 years from its start, the Childress’ marriage was over. By 1885, Isaetta Childress was 26 years old and had moved to Bergen County, NJ, where she was living with a farming family named Banta. Her children do not appear on the 1885 NJ census, so perhaps remained for a time in Virginia, but not for long.<br><br> Scott Childress stayed in Albemarle County, living near Warner Wood’s Farmington and remarried there in 1892. Two years later he died of consumption. <br><br>  Isaetta remarried, too, after her move to NJ.  Her new partner was John Coles, who was born in Virginia and may also have been from Albemarle County.   Their first child, Junius Francis, or Frank, was born January 30, 1893 in NJ, followed by Elliot in 1896.  Around the time Isetta started a second family with John Coles, her daughter Maggie, then 17, had a child, Ernest Christian, who was also born in NJ.  Isetta’s son, William, had left Virginia and was living in New York and working as a tailor in 1897.  <br><br>In the 1900 census, John and Isetta Coles, their two sons and their grandson Ernest lived together in one household.  John worked as a coachman.  Isetta’s two daughters, Virginia Childress, and Maggie Christian, lived together in the same city as their mother and both worked as servants in the house of a prosperous ""jobber"" of boots and shoes.  By 1910, Maggie and her son Ernest lived next door to her mother Isitta and her husband.<br><br>In 1914, Isetta Bibb Childress Coles died.  She was described as the ""beloved"" wife of John Coles.  Her daughter Maggie remained close to her half-brother Junius Coles, and they lived together at the time of the 1940 census.  <br><br>Junius Coles married and had two children, Helen and Calvin.  There are living descendants of Isetta Bibb’s through this line.  One descendant still lives in Hackensack, New Jersey in the house that Isetta Coles’ son, Junius, built.",http://farm2.static.flickr.com/1061/5098848810_702d2e2b3f.jpg,,,,,,,,,,,,,
s44,story,,,Silvy,"Silvy- 1805-1855  In 1855, J. B. Rogers reported the death of a slave, aged 50,  by this name.",http://farm6.static.flickr.com/5173/5451844839_9ae51fa3c2.jpg,,,,,,,,,,,,,
s45,story,,,Eliza,"Eliza - 1842-?  Eliza was ""given"" in 1850, along with Nelson Woodfolk, to William G. Rogers and his new wife.  She was 8 years old and may have been one of the Woodfolk family.  Sophia Woodfolk Walker named one of her daughters, born in 1866, Eliza.",http://farm6.static.flickr.com/5222/5728238950_9b6239f161.jpg,,,,,,,,,,,,,
s46,story,,,Frank Whipps,"Frank Whipps- 1852- 1938 <br><br>Frank was the son of Adam and Cynthia Woodfolk Whipps. When he was about 10 years old, his father was sent to Richmond to work on the Confederate fortifications during the Civil War. Frank’s mother, Cynthia, and his baby sister died before he was 18. He was not living with his father and other siblings in Albemarle at the time of the 1870 census and may have already left home for Washington, DC. <br><br> On October 22, 1873, John Woodford, his mother’s younger brother, placed a personal advertisement in the Washington Star asking for information on the whereabouts of his nephew. ""INFORMATION wanted of FRANK WHIPPS, colored, aged 19 years, supposed to be in Washington. Any information will be thankfully received by his uncle,"" the ad reads.  Perhaps his father, Adam Whipps, had asked John Woodford to help locate him since his brother-in-law had been living in DC at least since the end of the Civil War.  Whether John Woodford had located Frank or not, Frank’s name was in the Washington Star again Monday, September 7, 1874 for being in an ""affray"" with George Washington and George Woodfork.  Washington was fined $5.00 but the others were discharged.<br><br> By the time the 1880 census came, Frank was living in his uncle John Woodford’s household and working as a laborer. The 1897 directory for Washington lists him, and in lines above, his two brothers, Benjamin and Adam. Later censuses find him, still single, working as a waiter, and in the 1930 census, the last he was in, he was working as a laborer again, but now as a salaried worker for the government. At this point he called himself James F. Whipps.  A month  before he died, Frank’s younger brother Adam died in Charlottesville.  Frank sent $15 to his nephew, Charles Estes,  to help pay for the funeral expenses. (James) Frank Whipps died  in Washington, D.C. January, 1938, unmarried and intestate and was buried in Harmony Cemetery. His death notice gave his parents’ names and the names of three of his siblings, Mollie, Adam and Benjamin.  He was around 86 years old.",http://farm6.static.flickr.com/5125/5727773409_e41344f10f.jpg,,,,,,,,,,,,,
s47,story,,,Elizabeth Reed,"Elizabeth Reed  1852 - 1924<br><br> Elizabeth was the child of Allen and Judy Woodfolk Reed.  She appears on the inventory and Appraisal of the estate of James B. Rogers, in 1863-4 and in the 1870 census living in the household of her parents as an 18 year old and working as a servant.  She could not read or write. <br><br>By 1885, she had made the journey to Washington, D.C. and was living with her brother Henry and mother Judy in their home at 1906 K St.  She is mentioned in her sister Rebecca’s will of 1917 and received $25 from her then. Death information about Elizabeth says her husband was John Smith.  She died Sept. 14, 1924 and was buried in Paynes Cemetery, site of many working class African American graves.  The graves were combined with those moved from Harmony Cemetery to the New Harmony Cemetery in Maryland in 1961, and so her remains eventually rested with those of her other family members buried in D.C.",http://farm5.static.flickr.com/4148/5098876660_aa898543ba.jpg,,,,,,,,,,,,,
