id,marker,start,end,title,desc,pic,pos,color,size,opacity,edge,mapMarker,mapColor,mapSize,where,show,click,citation,tags
dc1,over,,,1800s map of DC,,http://www.dcmetropolicecollector.com/publishImages/1800-1860~~element178.jpg,,,,60,,,,,"38.895596223833394,38.885094536660034,-77.00340056481957,-77.02105470594071,0",,,,
pm1,over,6/7/1776,8/1776,Phila map 1770,,http://www.mapsofpa.com/18thcentury/1777will1.jpg,,,,60,,,,,"40.04779321213505,39.88667116426171,-75.05576697637908,-75.35834945833433,0",se,,,
ri1,over,1/1/1779,6/3/1780,Map of Richmond,,https://upload.wikimedia.org/wikipedia/commons/0/02/Map_of_Richmond_1864_small.jpg,,,,60,,,,,"37.574983662058884,37.502998955216555,-77.3886430611852,-77.48807791378533,0",se,,,
pa1,path,,,Jefferson's travels,"born,wm,mont,marry,declare,gov,note,pres,uva,death",,,#ffa500,6,50,,star,,16,,a,,,
st1,story,,,About VisualEyes,"<p><strong>VisualEyes</strong> is an HTML5 web-based authoring tool developed at the University of Virginia to weave images, maps, charts, video and data into highly interactive and compelling dynamic visualizations. VisualEyes enables scholars to present selected primary source materials and research findings while encouraging active inquiry and hands-on learning among general and targeted audiences.</p><p>VisualEyes was started at the Virginia Center for Digital History and was funded by grants from the National Endowment for the Humanities with continued support from the University of Virginia&#39;s Sciences, Humanities &amp; Arts Network of Technological Initiatives (SHANTI). VisualEyes is freely available for academic and non-profit use.</p><p>An earlier version of VisualEyes used Flash as its base, which does not play on modern browsers, but there are videos of the great projects made&nbsp;<a href=""https://youtu.be/YoQUMuk5u5c"" target=""_blank"">here</a> and <a href=""https://youtu.be/ZBQOYbHimgA"" target=""_blank"">here</a>.</p><p style=""text-align:right"">story(Authoring VisualEyes projects,st2)</p><p>bar(Example projects)</p><p>pic(https://c1.staticflickr.com/5/4475/37991426551_9e31b49828_o_d.jpg)<span style=""font-size:14px""><strong>Tibetan Identity</strong></span><br /><em>Exploring cultural change in Tibet</em></p><p>This interactive visualization explores changes in Tibetan Identity using contemporary Tibetan artist Gonkar Gyatso&rsquo;s artwork as a guide to the geopolitical, religious, and cultural aspects of Tibet, from traditional times to the modern Tibetan diaspora. This project was created in an undergraduate&nbsp;project-based learning class that uses interactive technology to explore topics in the humanities. Click <a href=""?1992"" style=""font-family: arial;"" target=""_blank"">here</a><span style=""color:#000000; font-family:arial""> to see the visualization.</span></p><hr /><p>pic(https://farm5.staticflickr.com/4875/32307611238_ff58ddd5aa_o_d.png)<span style=""font-size:14px""><strong>Mosby Heritage Area</strong></span><br /><em>A timeline of Northern Virginia history</em></p><p>The Mosby Heritage Area is a region rich with history that spans centuries. From daring escapes on the Underground Railroad to Civil War battles<span style=""color:#000000; font-family:arial"">. </span>to visits of prominent foreign dignitaries, Northern Virginia&#39;s Piedmont and the Lower Shenandoah Valley have seen history. These stories can still be experienced today in the region&#39;s historic landscapes, towns, and villages.&nbsp;<span style=""color:#000000; font-family:arial"">Click </span><a href=""?2289"" style=""font-family: arial;"" target=""_blank"">here</a><span style=""color:#000000; font-family:arial""> to see the visualization.</span></p><hr /><p>pic(http://newmansmemphis.com/wp-content/uploads/2014/05/Newmans-logo-png.png)<span style=""font-size:14px""><strong>Newman to Now</strong></span><br /><em>Don Newman&#39;s&nbsp;Memphis</em></p><p>The <em>Newman to Now Project</em> was designed by Emily Cohen for&nbsp;Memphis Heritage and partially funded by Humanities Tennessee.&nbsp;It&nbsp;uses the historic photographs taken by Don Newman between the 1940s and 60s and contemporary photographs of the same sites taken by photographer Gary Walpole to explore continuity and change in Memphis&#39; built environment.&nbsp;<span style=""color:#000000; font-family:arial"">Click </span><a href=""?2559"" style=""font-family: arial;"" target=""_blank"">here</a><span style=""color:#000000; font-family:arial""> to see the visualization.</span></p><hr /><p>pic(https://live.staticflickr.com/4821/46131483934_4216941215_d.jpg)<span style=""font-size:14px""><strong>Revolutionary Space</strong></span><br />Cord&oacute;n Industrial Vicu&ntilde;a Mackenna</p><p>This visualization by Nick Scott narrates the birth and consolidation of a new form of revolutionary labor organization known as Cord&oacute;n Industrial Vicu&ntilde;a Mackenna, which emerged during the Chilean Revolution in October 1972.The&nbsp;project highlights the constitutive role played by&nbsp;Santiago&#39;s urban geography&nbsp;in both the Cord&oacute;n&#39;s foundation and its reponse to the opposition led October Crisis of 1972.&nbsp;&nbsp;<span style=""color:#000000; font-family:arial"">Click </span><a href=""?2356"" style=""font-family: arial;"" target=""_blank"">here</a><span style=""color:#000000; font-family:arial""> to see the visualization.</span></p><hr /><p>pic(http://farm6.static.flickr.com/5203/5263945468_3ee3dd627f_m.jpg)<span style=""font-size:14px""><strong>Bleak House</strong></span><br /><em>Personification of enslaved people over time</em><br />The personification of the enslaved inhabitants of a central Virginia house over time. Researched&nbsp;and illustrated by&nbsp;historian&nbsp;Alice Cannon, of the Central Virginia Historical Researchers (CVHR). &nbsp;<span style=""color:#000000; font-family:arial"">Click </span><a href=""?2853"" style=""font-family: arial;"" target=""_blank"">here</a><span style=""color:#000000; font-family:arial""> to see the visualization.</span></p><hr /><p>pic(projects/Canada.jpg)<span style=""font-size:14px""><strong>Heart of the Continent</strong></span><br /><em>Mapping Encounters in Early Canada</em></p><p><span style=""color:#000000; font-family:arial"">This project by UVA&#39;s Max Edelson recreates spaces of exploration, encounter, and colonization in early Canada. It visualizes the product of these geographic conversations--texts, maps, routes, and place names--in high res and with special attention to locating human activities in time and space.</span><span style=""color:#000000; font-family:arial"">Click </span><a href=""?2137"" style=""font-family: arial;"" target=""_blank"">here</a><span style=""color:#000000; font-family:arial""> to see the visualization (work in progress).</span></p><hr /><p>pic(projects/searching.jpg)<span style=""font-size:14px""><strong>Searching for Home</strong></span><br /><em>Migrations of the Ch&acirc;teau de la Guette Children during and after the Holocaust</em></p><p><span style=""color:#000000; font-family:arial"">In an attempt to rescue Jewish children during the rise of Nazism, a group of about 130 German and Austrian children was sent to live in France at the Rothschild estate Ch&acirc;teau La Guette outside of Paris.&nbsp;</span><span style=""color:#000000; font-family:arial"">This visualization by University of Central Florida Masters student Sarah Schneider traces their journey.&nbsp;</span><span style=""color:#000000; font-family:arial"">Click </span><a href=""?848"" style=""font-family: arial;"" target=""_blank"">here</a><span style=""color:#000000; font-family:arial""> to see the visualization.</span></p><hr /><p>pic(projects/Yoruba.jpg)<strong><span style=""font-size:14px"">The Yoruba Diaspora in Brazil</span></strong></p><p><span style=""color:#000000; font-family:arial"">UVA undergrad Leila Matta&#39;s project makes novel use of the timeline to graphics visualize the dispersion of Yoruba-speaking peoples around the world from 1580 to 2018.</span><span style=""color:#000000; font-family:arial"">Click&nbsp;</span><a href=""?2141"" style=""font-family: arial;"" target=""_blank"">here</a><span style=""color:#000000; font-family:arial"">&nbsp;to see the visualization.</span></p><hr /><p><span style=""font-size:14px""><strong>WWI in Virginia</strong></span></p><p>&nbsp;</p><p><span style=""color:#000000; font-family:arial"">Archaeologist and historian Lynn Rainville maps the all the people from Virginia who died in the military during WW1.&nbsp;Click&nbsp;</span><a href=""?1298"" style=""font-family: arial;"" target=""_blank"">here</a><span style=""color:#000000; font-family:arial"">&nbsp;to see the visualization.</span></p><p>&nbsp;</p><p>&nbsp;</p>",http://www.viseyes.org/visualeyes/img/logo.png,,,,,,,,,,open,,,
st2,story,,,Authoring projects,"<p>The authoring guide for making your own projects can be found <a href=""https://docs.google.com/document/d/1TBCCF03Wc5NpkG4EVJdxYuhUdauV1b_KICUOhNZQhEI"" target=""_new"">here</a>.&nbsp;</p><p>A step-by-step narrarted screen cast on how to make the sample project can be&nbsp;seen here can be found <a href=""https://youtu.be/Oqw5o9d7msM"" target=""_new"">here</a>&nbsp;</p><p>iframe(https://www.youtube.com/embed/BG1VaBPThZ8,400)</p><p>For more information on VisualEyes, please contact:<br /><br />Bill Ferster<br />Director of Interactive Visualization<br />SHANTI<br />The University of Virginia<br />baf2t@virginia.edu</p>",,2,,,,,,,,,,,,
st6,story,,,The Life of Thomas  Jefferson,"Thomas Jefferson (April 13, 1743 – July 4, 1826) was an American Founding Father who was principal author of the Declaration of Independence (1776). He was elected the second Vice President of the United States (1797–1801), serving under John Adams and in 1800 was elected third President (1801–09).<br><br>This visualization highlights a few events in Thomas Jefferson's life. They show up on the timeline, the map. and the story panel to the right of the two. Clicking on an event will move the timeline there, and highlight it's location on the map, as will clicking on the title in the story panel and also show additional information. Clicking on a picture will enlarge it.<br><br>Some locations (Williamsburg, Philadelphia. Richmond, and DC) have historical maps overlaid on the map. Some events bring up webpages (Notes) and zoomable hi-res images (Death),. An animated line follows the timeline through the locations. The grey segment bars allow you to zoom in on a particular era.mask()",https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Official_Presidential_portrait_of_Thomas_Jefferson_%28by_Rembrandt_Peale%2C_1800%29.jpg/503px-Official_Presidential_portrait_of_Thomas_Jefferson_%28by_Rembrandt_Peale%2C_1800%29.jpg,0,,,,,,,,,open,,,
st7,story,,,Thomas Jefferson born,"Thomas Jefferson was born on April 13, 1743, at the family home in Shadwell in the Colony of Virginia, the third of ten children. He was of English and possibly Welsh descent and was born a British subject. His father, Peter Jefferson, was a planter and surveyor who died when Jefferson was fourteen; his mother was Jane Randolph.<br><br>Peter Jefferson moved his family to Tuckahoe Plantation in 1745 upon the death of a friend who had named him guardian of his children. The Jeffersons returned to Shadwell in 1752, where Peter died in 1757; his estate was divided between his two sons, young Thomas and Randolph.<br><br>Thomas inherited approximately 5,000 acres (2,000 ha; 7.8 sq mi) of land, including Monticello. He assumed full authority over his property at age 21.",,,,,,,,,,"-78.394,38.0127,20",,,,
st8,story,8/1/1760,6/1/1762,Attends William and Mary,"Jefferson entered the College of William & Mary in Williamsburg, Virginia, at age 16, and studied mathematics, metaphysics, and philosophy under Professor William Small. Small introduced him to the British Empiricists including John Locke, Francis Bacon, and Isaac Newton. Jefferson improved his French, Greek, and his skill at the violin. <br><br><br>He graduated, two years after starting, in 1762. pic(https://www.history.org/almanack/people/bios/images/georgewythep.jpg)  He read the law under Professor George Wythe's tutelage to obtain his law license, while working as a law clerk in Wythe's office.He also read a wide variety of English classics and political works.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Rear_view_of_the_Wren_Building%2C_College_of_William_%26_Mary_in_Williamsburg%2C_Virginia%2C_USA_%282008-04-23%29.jpg/640px-Rear_view_of_the_Wren_Building%2C_College_of_William_%26_Mary_in_Williamsburg%2C_Virginia%2C_USA_%282008-04-23%29.jpg,,,,,,,,,"-76.7124,37.2711,2",,,,
st9,story,11/2/1904,,Monticello,"In 1768 Jefferson began constructing his primary residence, Monticello (Italian for ""Little Mountain""), on a hilltop overlooking his 5,000-acre plantation. Construction was done mostly by local masons and carpenters, assisted by Jefferson's slaves. He moved into the South Pavilion in 1770. Turning Monticello into a neoclassical masterpiece in the Palladian style was his perennial project.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Monticello_2010-10-29.jpg/640px-Monticello_2010-10-29.jpg,,,,,,,,,"-78.4532,38.0102,2",,,,
st10,story,11/6/1904,,Marriage to Martha Skelton,"On January 1, 1772, Jefferson married his third cousin Martha Wayles Skelton, the 23-year-old widow of Bathurst Skelton and she moved into the South Pavilion.<br><br>She was a frequent hostess for Jefferson and managed the large household. During their ten years of marriage, Martha bore six children: Martha ""Patsy"" (1772–1836); Jane (1774–1775); a son who lived for only a few weeks in 1777; Mary Wayles ""Polly"" (1778–1804); Lucy Elizabeth (1780–1781); and another Lucy Elizabeth (1782–1785).<br><br>Only Martha and Mary survived more than a few years.",http://www.firstladies.org/images/biographies/jefferson/1.jpg,,,,,,,,,"-78.4529,38.0072,2",,,,
st11,story,,,Drafts the Declaration,"Jefferson was the primary author of the Declaration of Independence. At age 33 he was one of the youngest delegates to the Second Continental Congress beginning in 1775 at the outbreak of the American Revolutionary War where a formal declaration of independence from Britain was overwhelmingly favored.Jefferson chose his words for the Declaration in June 1775 shortly after the war had begun where the idea of Independence from Britain had long since become popular among the colonies.<br><br> He was also inspired by the Enlightenment ideals of the sanctity of the individual as well as the writings of Locke and Montesquieu.<br><br>He sought out John Adams who, along with the latter's cousin Samuel, had emerged as a leader of the Congress. Jefferson and Adams established a permanent friendship which led to Jefferson's work on the Declaration of Independence.<br><br>Adams supported Jefferson's appointment to the Committee of Five formed to write the Declaration in furtherance of the Lee Resolution passed by the Congress. After discussing the general outline of the document, the committee decided that Jefferson would write the first draft. The committee, including Jefferson particularly, initially thought Adams should write the document, but Adams persuaded the committee to choose Jefferson.<br><br>Consulting with other committee members over the next seventeen days, Jefferson drew on his own proposed draft of the Virginia Constitution, George Mason's draft of the Virginia Declaration of Rights, and other sources. The other committee members made some changes. A final draft was presented to the Congress on June 28, 1776.<br><br>",https://www.loc.gov/exhibits/declara/images/geow.jpg,,,,,,,,,"-75.2186,39.9661,38",,,,
pres,dot,3/4/1801,3/4/1809,Elected Presiden!,Twice elected as the 3rd president of the United States,http://4.bp.blogspot.com/-DbbyYkBvKw0/TV3oogZMqtI/AAAAAAAAABY/bf2HFsH4fxk/s1600/thomas-jefferson-big.jpg,4,#ffa500,,,,,,,"-77.0124,38.8903",,"where:-77.0124,38.8903,2",,
st13,story,11/14/1904,,Notes from the State of Virginia,"Jefferson received a letter of inquiry in 1780 about the geography, history, and government of Virginia from French diplomat François Barbé-Marbois, who was gathering data on the United States. Jefferson included his written responses in a book, Notes on the State of Virginia (1785). He compiled the book over five years, including reviews of scientific knowledge, Virginia's history, politics, laws, culture, and geography. The book explores what constitutes a good society, using Virginia as an exemplar. Jefferson included extensive data about the state's natural resources and economy, and wrote at length about slavery, miscegenation, and his belief that blacks and whites could not live together as free people in one society because of justified resentments of the enslaved. He also wrote of his views on the American Indian and considered them as equals in body and mind to European settlers. Notes was first published in 1785 in French and appeared in English in 1787. Biographer George Tucker considered tThe work ""surprising in the extent of the information which a single individual had been thus able to acquire, as to the physical features of the state.<br><br>Click link(here,https://en.wikipedia.org/wiki/Notes_on_the_State_of_Virginia) to see more information.",http://docsouth.unc.edu/southlit/jefferson/jeffetp.jpg,,,,,,,,,"-77.4409,37.5388,5",,,,
st14,story,3/4/1801,3/4/1809,Elected President of the United States,"In the 1800 presidential election, Jefferson contended once more against Federalist John Adams. Adams' campaign was weakened by unpopular taxes and vicious Federalist infighting over his actions in the Quasi-War.<br>br>Republicans pointed to the Alien and Sedition Acts and accused the Federalists of being secret monarchists, while Federalists charged that Jefferson was a godless libertine in thrall to the French.Republicans ultimately won more electoral college votes, but Jefferson and his vice-presidential candidate Aaron Burr unexpectedly received an equal total.<br><br>Due to the tie, the election was decided by the Federalist-dominated House of Representatives. pic(https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/ElectoralCollege1800.svg/292px-ElectoralCollege1800.svg.png) Hamilton lobbied Federalist representatives on Jefferson's behalf, believing him a lesser political evil than Burr. On February 17, 1801, after thirty-six ballots, the House elected Jefferson president and Burr vice president.",http://4.bp.blogspot.com/-DbbyYkBvKw0/TV3oogZMqtI/AAAAAAAAABY/bf2HFsH4fxk/s1600/thomas-jefferson-big.jpg,,,,,,,,,"-77.0124,38.8903,2",,,,
st15,story,1/25/1819,,Founds the University of Virginia,"Jefferson envisioned a university free of church influences where students could specialize in many new areas not offered at other colleges. He believed education engendered a stable society, which should provide publicly funded schools accessible to students from all social strata, based solely on ability. He initially proposed his University in a letter to Joseph Priestley in 1800, and in 1819 the 76-year-old Jefferson founded the University of Virginia.<br><br>He organized the state legislative campaign for its charter and with the assistance of Edmund Bacon, purchased the location. He was the principal designer of the buildings, planned the University's curriculum and served as the first rector upon its opening in 1825.<br><br>Jefferson was a strong disciple of Greek and Roman architectural styles, which he believed to be most representative of American democracy. Each academic unit, called a pavilion, was designed with a two-story temple front, while the library 'Rotunda' was modeled on the Roman Pantheon.<br><br>The layout of the university's grounds, which Jefferson called the 'Academical Village', reflected his educational ideas.<br><br>The ten pavilions, which included classrooms and faculty residences, formed a quadrangle, and were connected by colonnades behind which stood the students' rows of rooms. Gardens and vegetable plots were placed behind the pavilions and were surrounded by serpentine walls, affirming the importance of the agrarian lifestyle. The university had a library rather than a church at its center, emphasizing its secular nature—a controversial aspect at the time.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Lawn_UVa_colorful_winter_sun_2010.jpg/640px-Lawn_UVa_colorful_winter_sun_2010.jpg,,,,,,,,,"-78.5038,38.0352,2",,,,
st16,story,7/4/1826,,Death,"Thomas Jefferson dies from a number of health problems on July 4th, 1826 at the age of 83. He was buried at a graveyard in Monticello.",https://s-media-cache-ak0.pinimg.com/736x/5c/1a/d3/5c1ad3f0783a5e23c5617c9cc3d3dcf5.jpg,,,,,,,,,"-78.5038,38.0352,2",,,,
apx,story,,,Appendix,"<br>button(Hide path,[^pa1])<br>radio(Show only gov,gov)<br>radio(Show only born,born)<br>radio(Show all,.,on)<br><br>Click to play(Play,1767,1775,,20) timeline from 1767 to 1775<br>Click link(here,http://www.viseyes.org/shiva/go.htm?e=3241) to show SHIVA movie in map.<p>An embedded iFrame of a live SHIVA graphfoot(This is a footnote):</p><p>iframe(//www.viseyes.org/shiva/go.htm?e=1121)</p><p>Cick where(here,-74.1861,40.7898,153) to move map to NY</p><p>Click zoomer(here,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/United_States_Declaration_of_Independence.jpg/1200px-United_States_Declaration_of_Independence.jpg) to show a zoomable image</p><p>Click story(here,st1) to go to the first story page</p><p>Click link(here,//www.viseyes.org/shiva/go.htm?e=3243,map) to see graph on map</p><p>Click show(here,kmlover) to see a KML overlay<p>opacity(KML opacity,kmlover)</p> action(Click here,var:myVar,>1)  action(Check,if:myVar,GE,3,where:-74.1861,40.7898,153)<br>Click fold(here) to view folded text fs() This is folded text.fe()<br>Show action(popup dialog,popup:born)",,,,,,,,,,,,,,
,segment,1/1/1740,1/1/1763,Colonia era,,,,#cccccc,,,,,,,,,"where:-77.3298,37.5976,306+story:st6",,
,segment,1/1/1763,1/1/1783,Revolutionary era,,,,#cccccc,,,,,,,,,"where:-77.0262,38.6073,611+story:st11",,
,segment,1/1/1783,1/1/1815,New Nation era,,,,#cccccc,,,,,,,,,"where:-76.6389,38.1781,611+story:st12",,
,segment,1/1/1815,1/1/1830,Expansion era,,,,#cccccc,,,,,,,,,"where:-77.0262,38.6073,611+story:st15",,
,segment,,,Show all,,,,#cccccc,,,,,,,,,"where:-77.3298,37.5976,306+story:st1",,
book,booklet,,,The declaration of Independence,"pic(https://www.loc.gov/exhibits/declara/images/geow.jpg,Declaration of Independence)Jefferson was the primary author of the Declaration of Independence. At age 33 he was one of the youngest delegates to the Second Continental Congress beginning in 1775 at the outbreak of the American Revolutionary War where a formal declaration of independence from Britain was overwhelmingly favored.<br><br>Jefferson chose his words for the Declaration in June 1775 shortly after the war had begun where the idea of Independence from Britain had long since become popular among the colonies.page()He was also inspired by the Enlightenment ideals of the sanctity of the individual as well as the writings of Locke and Montesquieu.<br><br>He sought out John Adams who, along with the latter's cousin Samuel, had emerged as a leader of the Congress. Jefferson and Adams established a permanent friendship which led to Jefferson's work on the Declaration of Independence.<br><br>Adams supported Jefferson's appointment to the Committee of Five formed to write the Declaration in furtherance of the Lee Resolution passed by the Congress. After discussing the general outline of the document, the committee decided that Jefferson would write the first draft. The committee, including Jefferson particularly, initially thought Adams should write the document, but Adams persuaded the committee to choose Jefferson.<br><br>Consulting with other committee members over the next seventeen days, Jefferson drew on his own proposed draft of the Virginia Constitution, George Mason's draft of the Virginia Declaration of Rights, and other sources. The other committee members made some changes. A final draft was presented to the Congress on June 28, 1776.<br><br>Click zoomer(here,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/United_States_Declaration_of_Independence.jpg/1200px-United_States_Declaration_of_Independence.jpg) to show a zoomable image of the declaration.page()pic(https://www.loc.gov/exhibits/declara/images/geow.jpg)",,,,40,,,,,,,,,,
kmlover,over,1600,1700,,,projects/test.geojson,,,,,,,,,,se,"show://en.wikipedia.org/wiki/Notes_on_the_State_of_Virginia,map",,
