id,marker,start,end,title,desc,pic,pos,color,size,opacity,edge,mapMarker,mapColor,mapSize,where,show,click,citation,tags
midcenturyStory,story,,,Mid-Century Modern (1935-1975),"<p>story(back to architecture,architecture)</p><p>The Mid-Century Modern architectural style, which is really an expansive movement that encompasses many styles of Modernism in art and architecture, was popular throughout the United States from the late 1930s to the 1970s. The most popular forms of Mid-Century Modern are most closely associated with the architecture built between the mid-1950s through the early 1960s. Residentially, the style can be identified by a flat or low-pitched roof, overhanging eaves, and an asymmetrical fa&ccedil;ade with off-centered entry and a mix of natural materials and modern building technologies. Designs aimed to bring the outdoors in using large expanses of windows and a modern, open floor plan, thanks to post and beam design that replaced bulky support walls with plate glass.</p><p>Asymmetry, angular details, and clean lines also characterized commercial architecture in the Mid-Century Modern style. Inspired by the International and Bauhaus architectural movements, form followed function in Modern design, and buildings reflected their purpose in their form and massing. New building materials like colored aluminum and panelized imitation stone, concrete or veneer panels, were combined with textured blond brick laid in decorative patterns, and modern forms of terra cotta ornamentation. New plate glass technologies and steel lintels and curtain walls allowed storefronts to be more visually opened to the street, and elevated roof lines and dramatic angles drew customers inward and projected a fresh, post-war aesthetic.&nbsp;</p><p>In the booming post-WWII economy, businesses nationwide built modern storefronts in new suburban shopping centers or updated their old storefronts in the contemporary aesthetic, affirming their post-war relevance and efficiency.&nbsp;&nbsp;This trend was enthusiastically embraced by Memphis businesses and architects, as the city sprawled out to the suburbs thanks to the new interstate highway system and urban renewal programs that wiped out huge sections of the urban core. Industrial parks, schools, government buildings, and shopping centers, like Poplar Plaza, were built in new modern styles on large expanses of land, now conveniently reached by automobile.&nbsp;&nbsp;In order to compete, many downtown government and commercial buildings altered their fa&ccedil;ades, including the Cossitt Library on Front Street, and Goldsmith&rsquo;s Department Store on South Main.&nbsp;</p><p>pic(http://newmansmemphis.com/wp-content/uploads/2019/05/11-ARCHITECTURE-575-WEB1.jpg)story(Britling Cafeteria,britlingStory)</p><p>&nbsp;</p><p>pic(http://newmansmemphis.com/wp-content/uploads/2019/05/05-ARCHITECTURE-71336-Goldsmiths-WEB.jpg)story(Goldsmith&#39;s Department Store,goldsmithsStory)</p><p>&nbsp;</p><p>pic(http://newmansmemphis.com/wp-content/uploads/2019/05/40-POTENTIAL-MidSouthColiseum-WEB.jpg)story(Mid-South Coliseum,coliseumStory)</p>",,,,,,,,,,"-90.0311,35.1422,10",hide,,,
britlingStory,story,,,Britling Cafeteria,"<p style=""text-align:center""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/11-ARCHITECTURE-575-WEB1.jpg"" style=""width:60%"" /></p><p>In the booming post-WWII economy, businesses nationwide built&nbsp;Mid-Century Modernstorefronts in new suburban shopping centers or updated their old storefronts in the contemporary aesthetic, affirming their post-war relevance and efficiency.&nbsp;&nbsp;This trend was enthusiastically embraced by Memphis businesses and architects, as the city sprawled out to the suburbs thanks to the new interstate highway system and urban renewal programs that wiped out huge sections of the urban core. Industrial parks, schools, government buildings, and shopping centers, like Poplar Plaza, were built in new modern styles on large expanses of land, now conveniently reached by automobile.&nbsp;&nbsp;</p><p>Traditionally, many businesses utilized the first-floors of multi-story buildings, with upper story windows bringing much needed natural light down to the first floor.&nbsp;Mid-Century Modernarchitecture utilized plate glass and curtain wall technologies paired with innovative lighting systems to dramatically open up the storefronts to the street, rendering the upper stories unnecessary. Upper windows could now be covered, like those at the&nbsp;Goldsmith&rsquo;s Department Storeon Main Street, and modernized with glass, aluminum, or porcelain panels. If daylight was still needed, windows were often clad with open-weave aluminum panels instead. These metal grills became an elegant characteristic of the&nbsp;Mid-Century Modernaesthetic, and were often used in new construction, including on the Britling Cafeteria building in Poplar Plaza. Developed in the late 1940s, Poplar Plaza was one of the first suburban shopping centers in the nation. The Britling Cafeteria chain had two thriving locations in downtown Memphis, and opened another branch in Poplar Plaza in the early 1950s, choosing a sleek, woven-metal grill as a backdrop for the signage of their modern, suburban location.&nbsp;</p><p>story(back to Mid-Century Modern,midcenturyStory)</p>",,,,,,,,,,"-89.9469,35.1300,3",hide,,,
britlingMap,none,,,,Britling Cafeteria,,,,,,,diamond,#8C041D,,"-89.9471,35.1294",,story:britlingStory+popup:britlingMap,,
goldsmithsStory,story,5/15/100,5/15/100,Goldsmith's Department Store,"<p><span style=""font-size:12px"">story(back to architecture,architecture)</span></p><table style=""width:100%""><tbody><tr><td>booklet(<img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/06-ARCHITECTURE-57-WEB.jpg"" style=""width:100%"" />,goldsmithsOriginal)</td><td>booklet(<img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/05-ARCHITECTURE-71336-Goldsmiths-WEB.jpg"" style=""width:100%"" />,goldsmithsThen)</td></tr><tr><td style=""text-align:center""><span style=""color:#999999""><span style=""font-size:11px""><em>Hitchings, Early Twentieth Century</em></span></span></td><td style=""text-align:center""><span style=""font-size:11px""><em><span style=""color:#999999"">Newman, 1960</span></em></span></td></tr></tbody></table><p>Coined &ldquo;Memphis&rsquo; Greatest Store&rdquo;, Goldsmith&rsquo;s Department Store was one of the first in the South, and after humble beginnings, the flourishing business established its modern storefront on Main Street in 1895, choosing the modern story(Chicago or Sullivanesque,chicagoStory)style to make its debut. At the time of its construction, Goldsmith&rsquo;s chose the most contemporary and innovative style to project luxury and modernity to its customers. By the 1950s, however, as post-war suburbanization created new commercial districts away from Downtown, Goldsmith&rsquo;s sought to modernize once again. In 1957, local Modern architect William Noland Van Powell covered the original ornate fa&ccedil;ade in sleek, pink marble panels to match the competing story(Mid-Century Modern,midcenturyStory)&nbsp;suburban commercial centers. The marble panels were removed in the early 1990s, revealing the preserved the original&nbsp;Sullivanesque<strong>&nbsp;</strong>fa&ccedil;ade beneath.</p><table align=""left"" style=""width:10%""><tbody><tr><td>booklet(<img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/JO-Key-JO.jpeg"" style=""width:100%"" />,goldsmithsVideo)</td></tr><tr><td>booklet(VirtualWalking Tour,goldsmithsVideo)</td></tr></tbody></table><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>",,,,,,,,,,"-90.054310,35.141860,1",hide,,,
goldsmithsMap,none,,,,"<p><span style=""font-size:14px"">Goldsmith&#39;s Department Store</span></p>",,,,,,,diamond,#027333,,"-90.054310,35.141860",,story:goldsmithsStory+popup:goldsmithsMap,,
goldsmithsVideo,booklet,,,Goldsmith's Department Store,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/Cmo3AVBjRL0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",,,,,,,,,,"-89.9853,35.1317",,,,
appealStory,story,,,Commercial Appeal / Welcome Wagon Building,"<p>Influenced by classical Roman and Greek forms, the pleasing symmetry and monumental grandeur of the&nbsp;Beaux Arts&nbsp;architectural style influenced Memphis&rsquo; most important public buildings at the turn of the twentieth century, including the Shelby County Courthouse, Memphis Police Station, and Union Station, as well as the renovation of the Post Office. The style announced Memphis&rsquo; economic comeback and cultural significance on the national stage after surviving both the Civil War and multiple Yellow Fever epidemics.&nbsp;</p><p>The style was also employed on many commercial buildings, including the original Commercial Appeal Building, later the Welcome Wagon Building, on Court Square. Built in 1907 by local architects Shaw &amp; Pfeil, who also built the Beaux Arts Tennessee Trust Building (now Hu. Hotel) in 1904, the building has a distinctive rusticated first floor and an abundance of classical ornamentation, from a front-facing pair of two-story Ionic columns to the cast-stone ornaments along the cornice.&nbsp;</p><p>story(back to Beaux Arts,beauxStory)</p>",,,,,,,,,,"-90.0076,35.1261",hide,,,
appealMap,dot,5/15/100,5/15/100,,,,,,,,,diamond,#9900ff,,,,,,
districts,story,,,Streets and Districts,"<p>&nbsp;</p><p><span style=""font-size:15px"">pic(http://newmansmemphis.com/wp-content/uploads/2019/05/01-ARTISTRY-71469-Beale@Night-WEB.jpg)story(Beale Street,bealeStory)</span></p><p>&nbsp;</p><p><br />&nbsp;</p><p>&nbsp;</p><p><span style=""font-size:15px"">pic(http://newmansmemphis.com/wp-content/uploads/2019/05/15-MAIN-STREET-71356-NorthofMcCallfrMain-WEB-e1558105116211.jpg)story(Main Street,mainStory)</span></p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p><br /><span style=""font-size:15px"">pic(http://newmansmemphis.com/wp-content/uploads/2019/05/19-RIVERFRONT-71540-WEB.jpg)story(Riverfront,riverfrontStory)</span></p>",,,,,,,,,,"-90.0311,35.1422,10",,,,
bealeStory,story,,,Beale Street,"<p><span style=""font-size:14px"">story(back to Streets and Districts,districts)</span></p><table align=""center"" style=""width:100%""><tbody><tr><td style=""text-align:center""><span style=""font-size:8px"">booklet(</span><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/01-ARTISTRY-71469-Beale@Night-WEB.jpg"" style=""width:77%"" /><span style=""font-size:8px"">,bealePhoto1)</span></td><td style=""text-align:center""><span style=""font-size:8px"">booklet(</span><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/01-ARTISTRY-Beale@Night-Now-WEB_BW.jpg"" style=""width:84%"" /><span style=""font-size:8px"">,bealePhoto2)</span></td></tr><tr><td style=""height:10px; text-align:center; white-space:nowrap""><span style=""font-size:14px""><span style=""color:#999999""><em>Beale Street at Night, 1959</em></span></span></td><td style=""text-align:center""><span style=""font-size:14px""><span style=""color:#999999""><em>Beale Street at Night, 2019</em></span></span></td></tr></tbody></table><table style=""width:100%""><tbody><tr><td style=""text-align:center""><span style=""font-size:8px"">booklet(</span><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/18-BEALE-STREET-71473-WEB.jpg"" style=""width:82%"" /><span style=""font-size:8px"">,bealePhoto3)</span></td><td style=""text-align:center""><span style=""font-size:8px"">booklet(</span><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/71473-BealeStreet-Now-WEB.jpg"" style=""width:84%"" /><span style=""font-size:8px"">,bealePhoto4)</span></td></tr><tr><td style=""height:10px; text-align:center; white-space:nowrap""><span style=""font-size:14px""><span style=""color:#999999""><em>Beale Between 2nd and 4th, 1948</em></span></span></td><td style=""text-align:center""><span style=""font-size:14px""><span style=""color:#999999""><em>Beale between 2nd and 4th, 2019</em></span></span></td></tr></tbody></table><table style=""width:100%""><tbody><tr><td style=""vertical-align:top; width:50%""><table style=""width:100%""><tbody><tr><td style=""text-align:center"">booklet(<img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/17-BEALESTREET-71472-Toneys-on-Beale-WEB.jpg"" style=""width:80%"" />,bealePhoto5)</td></tr><tr><td style=""text-align:center""><span style=""font-size:14px""><span style=""color:#999999""><em>Toney&#39;s on Beale, 1959</em></span></span></td></tr></tbody></table></td><td style=""vertical-align:top""><table style=""width:100%""><tbody><tr><td style=""vertical-align:top; width:50%""><p>&nbsp;</p><p>booklet(<span style=""font-size:16px"">About Beale Street</span>,bealeInfo)</p><p><br /><span style=""font-size:14px"">booklet(</span><span style=""font-size:16px"">Newspaper Articles</span><span style=""font-size:14px"">,bealeArticles)</span></p></td><td style=""vertical-align:top""><table style=""width:90%""><tbody><tr><td style=""text-align:center; width:55%""><p><span style=""font-size:11px"">booklet(</span><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/JO-Key-JO.jpeg"" style=""width:100%"" /><span style=""font-size:11px"">,bealeVideo)</span></p></td><td style=""text-align:center; width:45%""><span style=""font-size:11px"">booklet(</span><span style=""font-size:16px"">Virtual Walking Tour</span><span style=""font-size:11px"">,bealeVideo)</span></td></tr></tbody></table>&nbsp;<p>&nbsp;</p></td></tr></tbody></table></td></tr></tbody></table>",,1,#91C5F2,,,,,,,"-90.0449,35.1381,2",hide,,,
bealeMap,none,,,,"<p><span style=""font-size:14px"">Beale Street</span></p>",,,,,,,triright,#91C5F2,24,"-90.0448,35.1381",,story:bealeStory+popup:bealeMap,,
bealeVideo,booklet,,,Beale Street,"<iframe width=""560"" height=""280"" src=""https://www.youtube.com/embed/wBFEfPecIbU"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",,,,,,,,,,"-90.015,35.1376",,,,
bealeMore,booklet,,,About Beale Street,,,,,50,,,,,,,,,,
bealeArticles,booklet,,,,"<p style=""text-align:center""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeMDowntowner7.2006.jpg"" style=""width:90%"" /><br /><span style=""font-size:9px""><em>Memphis Downtowner</em>, July 2006<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeRebirthBrochure8.1979a.jpg"" style=""width:100%"" /></span><br /><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeRebirthBrochure8.1979b.jpg"" style=""width:100%"" /><br /><span style=""font-size:9px"">Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCA7.8.1979.jpg"" style=""width:75%"" /><br /><em>The Commercial Appeal</em>, Jul. 8, 1979<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCA7.2.1980.jpg"" style=""width:90%"" /><br /><em>The Commercial Appeal</em>, Jul. 2, 1980<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCa4.10.1981a.jpeg"" style=""width:85%"" /></span><br /><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCA4.10.1981b.jpg"" style=""width:80%"" /><br /><span style=""font-size:9px""><em>The Commercial Appeal</em>, Apr. 10, 1981<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeShopsteading1981.jpg"" style=""width:50%"" /><br />1981<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBeale7.7.1982a.jpg"" style=""width:75%"" /><br /><em>The Commercial Appeal</em>, Jul. 7, 1982<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealePS1980s.jpg"" style=""width:85%"" /><br /><em>Press-Scimitar</em>, 1982<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">psge()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCA8.27.1982.jpg"" style=""width:100%"" /><br /><em>The Commercial Appeal</em>, Aug. 27, 1982<br />Memphis Heritage Inc., Resouce Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCA10.21.1982.jpg"" style=""width:100%"" /><br /><em>The Commercial Appeal</em>, Oct. 21, 1982<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCA11.17.1982.jpg"" style=""width:65%"" /><br /><em>The Commercial Appeal</em>, Nov. 17, 1982<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCA1.26.1983.jpg"" style=""width:85%"" /><br /><em>The Commercial Appeal</em>, Jan. 26, 1983<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBeale5.21.1984.jpg"" style=""width:90%"" /><br />May 21, 1984<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCA2.18.1985.jpg"" style=""width:90%"" /></span><br /><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCA2.18.1985b.jpg"" style=""width:100%"" /><br /><span style=""font-size:9px""><em>The Commercial Appeal</em>, Feb. 2, 1985<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCA7.28.1985.jpg"" style=""width:100%"" /><br /><em>The Commercial Appeal</em>, Jul. 28, 1985<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBeale12.22.1985.jpg"" style=""width:30%"" /><br />Dec. 22, 1985<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCA2.25.1987.jpg"" style=""width:100%"" /><br /><em>The Commercial Appeal</em>, Feb. 25, 1987<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCa3.10.1987a.jpeg"" style=""width:75%"" /></span><br /><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCA3.10.1987b.jpg"" style=""width:75%"" /><br /><span style=""font-size:9px""><em>The Commercial Appeal</em>, Mar. 10, 1987<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCA6.27.1996.jpg"" style=""width:90%"" /><br /><em>The Commercial Appeal</em>, Jun. 27, 1996<br />Memphis Heritage Inc., Resource Files</span></p><p><span style=""font-size:9px"">page()</span></p><p style=""text-align:center""><span style=""font-size:9px""><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/06/MHIBealeCA4.26.2012.jpg"" style=""width:100%"" /><br /><em>The Commercial Appeal</em>, Apr. 26, 2012<br />Memphis Heritage Inc., Resource Files</span></p>",,,,50,,,,,,"-90.0638,35.1351",,,,
mainStory,story,5/17/1,5/17/1,Main Street,"<p><span style=""font-size:16px"">story(back to Streets and Districts,districts)</span></p><table style=""width:100%""><tbody><tr><td style=""text-align:center""><span style=""font-size:8px"">booklet(</span><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/15-MAIN-STREET-71356-NorthofMcCallfrMain-WEB-e1558105116211.jpg"" style=""width:85%"" /><span style=""font-size:8px"">,mainPhoto1)</span></td><td style=""text-align:center""><span style=""font-size:8px"">booklet(</span><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/15-MAIN-STREET-71356-NofMcCallfrMain-Now-WEB-e1558105274155.jpg"" style=""width:85%"" /><span style=""font-size:8px"">,mainPhoto2)</span></td></tr><tr><td style=""text-align:center""><span style=""font-size:14px""><span style=""color:#999999""><em>Main, north from McCall, 1955</em></span></span></td><td style=""text-align:center""><span style=""font-size:14px""><span style=""color:#999999""><em>Main, north of McCall, 2019</em></span></span></td></tr></tbody></table><table style=""width:100%""><tbody><tr><td style=""text-align:center""><span style=""font-size:8px"">booklet(</span><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/13-MAIN-STREET-71403-MainPotonoc-WEB.jpg"" style=""width:85%"" /><span style=""font-size:8px"">,mainPhoto3)</span></td><td style=""text-align:center""><span style=""font-size:8px"">booklet(</span><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/13-MAIN-STREET-71403-MainandPontotoc-Now-WEB.jpg"" style=""width:85%"" /><span style=""font-size:8px"">,mainPhoto4)</span></td></tr><tr><td style=""text-align:center""><span style=""font-size:14px""><em><span style=""color:#999999"">Main and Ponotoc, 1948</span></em></span></td><td style=""text-align:center""><span style=""font-size:14px""><em><span style=""color:#999999"">Main and Ponotoc, 2019</span></em></span></td></tr></tbody></table><table style=""width:100%""><tbody><tr><td style=""vertical-align:top; width:50%""><p><br />&nbsp;</p><p><span style=""font-size:16px"">booklet(Newspaper Articles,mainArticles)</span></p></td><td style=""vertical-align:middle"">&nbsp;<table align=""center"" style=""width:45%""><tbody><tr><td style=""text-align:center; width:50%"">booklet(<img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/JO-Key-JO.jpeg"" style=""width:100%"" />,mainVideo)</td><td style=""text-align:center; vertical-align:middle"">booklet(<span style=""font-size:16px"">Virtual Walking Tour</span>,mainVideo)</td></tr></tbody></table><p>&nbsp;</p></td></tr></tbody></table>",,,#91C5F2,,,,,,,"-90.0546,35.1409,2",hide,,,
mainMap,none,,,,"<p><span style=""font-size:14px"">Main Street</span></p>",,,,,,,triright,#91C5F2,24,"-90.054,35.1396",,story:mainStory+popup:mainMap,,
mainVideo,booklet,5/17/1,5/17/1,Main Street,"<iframe width=""560"" height=""280"" src=""https://www.youtube.com/embed/oMFgKuoZh2c"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",,,,,,,,,,"-90.0387,35.137",,,,
riverfrontStory,story,,,Riverfront,"<p>story(back to Streets and Districts,districts)</p><p>Riverside Drive:</p><table style=""width:100%""><tbody><tr><td>booklet(<img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/19-RIVERFRONT-71540-WEB.jpg"" style=""width:98%"" />,riverfrontPhoto1)</td><td><span style=""font-size:8px"">booklet(</span><img alt="""" src=""http://newmansmemphis.com/wp-content/uploads/2019/05/19-RIVERFRONT-71540-Now-WEB.jpg"" style=""width:100%"" /><span style=""font-size:8px"">,riverfrontPhoto2)</span></td></tr></tbody></table><p>&nbsp;</p>",,,#91C5F2,,,,,,,"-90.0588,35.141,3",hide,,,
riverfrontMore,booklet,,,,,,,,50,,,,,,,,,,
riverfrontArticles,booklet,,,,,,,,50,,,,,,,,,,
riverfrontMap,none,,,,"<p><span style=""font-size:14px"">Riverfront</span></p>",,,,,,,triright,#91C5F2,24,"-90.0587,35.1413",,story:riverfrontStory+popup:riverfrontMap,,
continuous,story,,,Continously Used,"<p><span style=""font-size:16px""><span style=""color:#023e73""><strong>These sites have been continuously used for their original purpose with little or no interuption.</strong></span></span></p><p>&nbsp;</p><p><span style=""font-size:14px"">pic(http://newmansmemphis.com/wp-content/uploads/2019/05/33-ADAPTIVE-REUSE-71431-CentralStation-WEB.jpg)story(Central Station,centralStory)</span></p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p><span style=""font-size:14px"">pic(http://newmansmemphis.com/wp-content/uploads/2019/05/25-CONTINUOUS-457-Gaston-Park-WEB.jpg)story(Gaston Park,gastonStory)</span></p><p>&nbsp;</p><p>&nbsp;</p><p><span style=""font-size:14px"">pic(http://newmansmemphis.com/wp-content/uploads/2019/05/CONTINUOUS-56-MasonicTemple-WEB.jpg)story(Masonic Temple,templeStory)</span></p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p><span style=""font-size:14px"">pic(http://newmansmemphis.com/wp-content/uploads/2019/05/26-CONTINUOUS-71476-OvrtnShell-WEB.jpg)story(Overton Park Shell,shellStory)</span></p><p>&nbsp;</p><p>&nbsp;</p><p><span style=""font-size:14px"">pic(http://newmansmemphis.com/wp-content/uploads/2019/05/71383-PH-1930-WEB.jpg)story(Peabody Hotel,peabodyStory)</span></p><p>&nbsp;</p><p>&nbsp;</p><p><span style=""font-size:14px"">pic(http://newmansmemphis.com/wp-content/uploads/2019/05/24-CONTINUOUS-71534-Crthseaerial-WEB.jpg)story(Shelby County Courthouse,courthouseStory)</span></p>",,,,,,,,,,"-90.0311,35.1422,10",,,,
